id,object_name,address,chain,object_type,number
13844,THAI PATIO RESTAURANT,5273 HOLLYWOOD BLVD,TRUE,Restaurant,136
13845,YUM YUM DONUTS #1,2633 N FIGUEROA ST,TRUE,Fast Food,24
13846,EL FAMOSO TEXCOCO,216 W SLAUSON AVE,TRUE,Restaurant,28
13847,PROUD BIRD MAIN BAR,11022 AVIATION BLVD,FALSE,Bar,32
13848,BAEKJEONG,3465 W 6TH ST STE #20,FALSE,Restaurant,87
13849,PATINA CATERING - CAFE,1150 S OLIVE ST,FALSE,Restaurant,216
13850,SENIOR FISH,1701 W SUNSET BLVD,FALSE,Restaurant,92
13851,LA COCINA,3425 E 1ST ST STE 122,FALSE,Restaurant,46
13852,PAULS KITCHEN,1012 S SAN PEDRO ST,FALSE,Restaurant,69
13853,CUVEE,145 S ROBERTSON BLVD,FALSE,Restaurant,36
13854,BURGER LOUNGE,217 N LARCHMONT BLVD,TRUE,Fast Food,11
13855,ABSOLUTELY PHOBULOUS,350 N LA CIENEGA BLVD,FALSE,Restaurant,18
13856,VONS MARKET #2655,7311 N FIGUEROA ST,FALSE,Restaurant,20
13857,THE STOKING FRAME,911 S HILL ST,FALSE,Restaurant,190
13858,HABIT BURGER GRILL,7307 N FIGUEROA ST #202,FALSE,Fast Food,46
13859,EL 7 MARES RESTAURANT,2747 E CESAR E CHAVEZ AVE,TRUE,Restaurant,128
13860,VILLAGE PIZZERIA,131 N LARCHMONT BLVD,FALSE,Restaurant,9
13861,CYPRESS BEST BURGERS,3240 N FIGUEROA ST,FALSE,Fast Food,36
13862,CAFE DELISH'S,6100 WILSHIRE BLVD STE #160,TRUE,Restaurant,23
13863,LOLITAS DELICATESSEN & GROCE,6050 E WHITTIER BLVD,TRUE,Restaurant,27
13864,SAGE VEGAN BISTRO,1700 W SUNSET BLVD,FALSE,Restaurant,41
13865,I LOVE BOBA,1144 S WESTERN AVE STE #101,TRUE,Restaurant,23
13866,SESAME MEDITERRANEAN - SOOMSOOM,8744 W 3RD ST,FALSE,Restaurant,8
13867,LUCKY FISH,380 WORLD WAY T74,FALSE,Restaurant,124
13868,BOSSA NOVA,10982 W PICO BLVD,FALSE,Restaurant,34
13869,CHICHARROLAND,4714 S MAIN ST,FALSE,Restaurant,4
13870,TAIX FRENCH RESTAURANT,1911 W SUNSET BLVD,TRUE,Restaurant,211
13871,EL PORVENIR BAKERY,2273 W WASHINGTON BLVD,TRUE,Bakery,8
13872,KIMCHI PLUS,1144 S WESTERN AVE #102,FALSE,Restaurant,29
13873,LA VILLA MEXICAN CASSIN,705 N EVERGREEN,FALSE,Restaurant,35
13874,GAAM RESTAURANT,3465 W 6TH ST # 50,TRUE,Restaurant,85
13875,ANDY PIZZA,6700 S CENTRAL AVE,FALSE,Pizza,19
13876,EL SALSABOR,2262 VENICE BLVD,TRUE,Restaurant,38
13877,DHA RAE OAK RESTAURANT,1106 S WESTERN AVE,TRUE,Restaurant,69
13878,NORDSTROM,10250 SANTA MONICA BLVD,TRUE,Restaurant,20
13879,TOP ROUND ROAST BEEF,1000 S LA BREA AVE,TRUE,Restaurant,48
13880,CITY CLUB,1029 S SANTA FE AVE,FALSE,Restaurant,33
13881,EL DIABLO ANTOJITOS MEXICANOS,4501 S ALAMEDA ST,FALSE,Restaurant,129
13882,COW,342 W PICO BLVD,FALSE,Restaurant,16
13883,SAINT FELIX HOLLYWOOD,1600 N CAHUENGA BLVD,FALSE,Restaurant,87
13884,THE OINKSTER,776 VINE ST,TRUE,Restaurant,127
13885,LAS GLORIAS DEL BUEN COMER,620 SILVER LAKE BLVD,FALSE,Restaurant,18
13886,SABORES OAXAQENOS RESTAURANT,5028 MELROSE AVE,TRUE,Restaurant,13
13887,KING TACO #110,2020 W PICO BLVD,TRUE,Fast Food,125
13888,NOAH'S NEW YORK BAGELS #2859,8985 VENICE BLVD STE C2B,TRUE,Restaurant,15
13889,EL POLLO LOCO #5906,986 S VERMONT AVE,TRUE,Restaurant,102
13890,EN SUSHI,11651 SANTA MONICA BLVD,TRUE,Restaurant,75
13891,SHIN BEIJING CHINESE RESTAURANT,3101 W OLYMPIC BLVD,TRUE,Restaurant,126
13892,SUBWAY,3105 N SAN FERNANDO RD,TRUE,Fast Food,11
13893,EL GALLITO RESTAURANTE,3425 E 1ST ST # 102,TRUE,Restaurant,23
13894,RALPHS MARKET #48,3300 W SLAUSON AVE,FALSE,Restaurant,29
13895,RALPHS MARKET  #198,9616 W PICO BLVD,TRUE,Cafe,12
13896,OKI'S DOG,4601 W PICO BLVD,FALSE,Restaurant,2
13897,POPEYES CHICKEN & BISCUITS,6384 HOLLYWOOD BLVD,TRUE,Restaurant,47
13898,STAR OF INDIA,730 VINE ST,FALSE,Restaurant,4
13899,RESTAURANTE Y PUPUSERIA EL CORREDOR,1917 S VERMONT AVE,TRUE,Restaurant,4
13900,HUICHO'S BAKERY,1250 S VERMONT AVE STE 106,TRUE,Bakery,10
13901,EQUINOX,1540 N VINE ST,FALSE,Restaurant,6
13902,OSTERIA LA BUCA,5210 MELROSE AVE,FALSE,Restaurant,83
13903,FUENTE RESTAURANT,5916 S VERMONT ST,TRUE,Restaurant,36
13904,IMPERIAL SNAPPER FISH MARKET,257 W IMPERIAL HWY,FALSE,Restaurant,25
13905,SSAM,1040 S WESTERN AVE,FALSE,Restaurant,89
13906,EL CASERIO,401 SILVER LAKE BLVD,FALSE,Restaurant,109
13907,ANTEQUERA,5200 MELROSE AVE,FALSE,Restaurant,22
13908,HOP LEE SEAFOOD #2,10974 W PICO BLVD,TRUE,Restaurant,127
13909,RALPHS MARKET #291,4760 W PICO BLVD,FALSE,Cafe,8
13910,THE DRAGON RESTAURANT,966 S VERMONT AVE,TRUE,Restaurant,164
13911,MOM'S DONUTS & CHINESE FOOD,601 SILVER LAKE BLVD,TRUE,Fast Food,16
13912,SABOR A PUEBLA,109 E PICO BLVD,FALSE,Restaurant,3
13913,EL 7 MARES/PESCADERIA,6321 E WHITTIER BLVD,FALSE,Restaurant,13
13914,FLAMING PATTY'S,720 N VINE ST,FALSE,Restaurant,19
13915,SNACK MART,1458 S SAN PEDRO ST UNIT #127,FALSE,Restaurant,7
13916,EL CAMACHO RESTAURANT,2019 W VENICE BLVD,TRUE,Restaurant,3
13917,DELLA TERRA,7675 BEVERLY BLVD,FALSE,Restaurant,125
13918,CHING HAI CHINESE FAST FOOD,1514 S VERMONT AVE STE B,TRUE,Restaurant,10
13919,LUCY'S DRIVING BAKER INC,1330 WASHINGTON BLVD,FALSE,Restaurant,44
13920,KTOWN PHO KOBE,974 S WESTERN AVE UNIT A & C,FALSE,Restaurant,25
13921,SWINGERS,8020 BEVERLY BLVD,FALSE,Restaurant,66
13922,BENITO'S TACO SHOP,7912 BEVERLY BLVD,FALSE,Fast Food,10
13923,BILL'S DRIVE IN,1664 E FLORENCE AVE,FALSE,Restaurant,25
13924,PENGUIN FISH & CHIPS,5952 W PICO BLVD,FALSE,Restaurant,4
13925,TACOS LOCOS,2148 W VENICE BLVD,FALSE,Fast Food,19
13926,PRAEL THAI RESTAURANT,4620 MELROSE AVE,TRUE,Restaurant,48
13927,PARIS BAKERY AND CAFE,205 S MEDNIK AVE,TRUE,Bakery,20
13928,SASOUN BAKERY,5114 SANTA MONICA BLVD,TRUE,Bakery,33
13929,RBTA,5629 1/2 N FIGUEROA ST,FALSE,Restaurant,27
13930,CHILI & LEMON THAI CUISINE,701 S ATLANTIC BLVD,FALSE,Restaurant,46
13931,BARBRIX,2442 HYPERION AVE,FALSE,Bar,39
13932,LAS CAZUELAS,5707 N FIGUEROA ST,FALSE,Restaurant,91
13933,RALPHS MARKET # 209,8825 S SEPULVEDA BLVD,FALSE,Restaurant,21
13934,DAE BOK JUNG,2010 JAMES M WOOD BLVD,FALSE,Restaurant,84
13935,HITE KWANG JANG,3121 W OLYMPIC BLVD # 105,TRUE,Restaurant,37
13936,VOLCANO TEA HOUSE WLA,2111 SAWTELLE BLVD,FALSE,Restaurant,27
13937,BEACON ECHO PARK,751 ECHO PARK AVE,FALSE,Restaurant,29
13938,ENZO & ANGELA,11701 WILSHIRE BLVD STE #12,FALSE,Restaurant,34
13939,BITES II,10940 WILSHIRE BLVD # 110,FALSE,Restaurant,16
13940,AMADINE PATISSERIE CAFE KT,3121 W OLYMPIC BLVD,FALSE,Restaurant,6
13941,COMBO A,1411 ECHO PARK AVE STE 101,FALSE,Restaurant,19
13942,HOTEL INDIGO LOS ANGELES DOWNTOWN,899 FRANCISCO ST,FALSE,Restaurant,133
13943,ART MAJOR,636 S MARIPOSA AVE,FALSE,Restaurant,31
13944,BEAUTY & ESSEX LOS ANGELES,1615 N CAHUENGA BLVD,FALSE,Restaurant,155
13945,EDENDALE,2838 ROWENA AVE,FALSE,Restaurant,98
13946,SPERANZA,2547 HYPERION AVE,FALSE,Restaurant,12
13947,GUERRA ENRIQUE,4701 S BROADWAY,FALSE,Restaurant,27
13948,TAO RESTAURANT OF LOS ANGELES,6421 SELMA AVE,TRUE,Restaurant,177
13949,AIRLINER,2419 N BROADWAY,FALSE,Restaurant,61
13950,LE COMPTOIR,3606 W 6TH ST,FALSE,Restaurant,9
13951,SHABUSHI,5185 W SUNSET BLVD,FALSE,Restaurant,26
13952,APPLE DONUT,4711 S BROADWAY,FALSE,Fast Food,9
13953,LAS PALOMAS RESTAURANT,1837 E 1ST ST,TRUE,Restaurant,39
13954,LUCKTHAI PJ CUISINE,1924 W OLYMPIC BLVD,FALSE,Restaurant,23
13955,CAVERMAN KITCHEN,2215 S VERMONT AVE #101 -102,FALSE,Restaurant,32
13956,PINKBERRY ARRIVAL,380 WORLD WAY # T93,TRUE,Restaurant,13
13957,PESCADERIA EL ATACOR #1,3520 N FIGUEROA ST STE # 5,FALSE,Fast Food,25
13958,OLYMPIC RESTAURANT,2528 W OLYMPIC BLVD STE #104,TRUE,Restaurant,8
13959,EASTSIDE LUV,1835 E 1ST ST,FALSE,Restaurant,49
13960,KIKKA SUSHI @ SMART& FINAL #484,845 S FIGUEROA ST # 100,TRUE,Restaurant,4
13961,BLU JAM CAFE - BRENTWOOD,12400 WILSHIRE BLVD STE 150,TRUE,Restaurant,31
13962,OCHA CLASSIC RESTAURANT #5,5187 W SUNSET BLVD,TRUE,Restaurant,35
13963,DAMES N GAMES,2065 S SANTA FE AVE,FALSE,Restaurant,213
13964,STICK HOUSE,6741 1/2 W HOLLYWOOD BLVD,FALSE,Restaurant,24
13965,SQUARE ONE SILVERLAKE,2630 HYPERION AVE 101,FALSE,Restaurant,34
13966,EARTHBAR,10960 WILSHIRE BLVD,TRUE,Bar,20
13967,BURGER PLAZA GRILL,3655 S GRAND AVE STE C-3,FALSE,Fast Food,17
13968,THE LASH,117 E WINSTON ST 104,FALSE,Restaurant,13
13969,MOUNTAIN,3470 W 6TH ST STE 5,FALSE,Restaurant,32
13970,THE FIX BURGER,2520 HYPERION AVE,FALSE,Fast Food,31
13971,THE ROOST,3100 LOS FELIZ BLVD,FALSE,Restaurant,35
13972,PAZZAZ,2524 1/2 HYPERION AVE,FALSE,Restaurant,19
13973,RESTAURANT MAR AZUL SALVADORIAN & MEXICAN CUISINE,4067 BEVERLY BLVD,TRUE,Restaurant,48
13974,ALEXANDER'S BRITE SPOT,1918 W SUNSET BLVD,FALSE,Restaurant,125
13975,PHOENIX BAKERY #2,408 BAMBOO LN # A,TRUE,Bakery,3
13976,BLACKSMITHS,117 WINSTON ST UNIT 101,FALSE,Restaurant,38
13977,ANGELINO'S PIZZA,2201 W WASHINGTON BLVD,FALSE,Pizza,7
13978,LEONARDO'S RESTAURANT,6611 S ALAMEDA ST,TRUE,Restaurant,181
13979,PHOENIX BAKERY,969 N BROADWAY,TRUE,Bakery,28
13980,"SUN NONG DAN FOODS, INC",3470 W 6TH ST # 7,TRUE,Restaurant,24
13981,ZACATECAS BAR,6300 S BROADWAY,FALSE,Bar,7
13982,SHEFA,7275 MELROSE AVE,FALSE,Restaurant,23
13983,THE GRIFFIN,3000 LOS FELIZ BLVD,FALSE,Restaurant,127
13984,ITALIANO'S PIZZA,6500 N FIGUEROA ST,FALSE,Pizza,14
13985,SUPER A FOODS,5250 YORK BLVD,TRUE,Restaurant,24
13986,YANGJI GAMJATANG,3470 W 6TH ST STE 6,FALSE,Restaurant,36
13987,FAIS DO DO,5257 W ADAMS BLVD,FALSE,Restaurant,64
13988,EL JACALITO,12618 W WASHINGTON BLVD,TRUE,Restaurant,6
13989,PHO SAIGON NOODLE & GRILL,1753 S HILL ST,FALSE,Restaurant,31
13990,LA ADELITA FOODS,1000 E WASHINGTON BLVD STE 108,TRUE,Restaurant,24
13991,LA NUEVA FLOR BLANCO SALVADORENA GRILL Y MARISCOS,4271 BEVERLY BLVD,FALSE,Restaurant,45
13992,KIM HUNG BAKERY,959 N BROADWAY,TRUE,Bakery,16
13993,COSA BUONA,2100 W SUNSET BLVD,FALSE,Restaurant,5
13994,LA CREME CAFE,7376 MELROSE AVE,FALSE,Restaurant,6
13995,WONDER FOOD BAKERY,943 N BROADWAY STE 101,TRUE,Bakery,9
13996,FOSTERS FREEZE #107,2760 FLETCHER DR,FALSE,Restaurant,18
13997,GUELAGUETZA,3014 W OLYMPIC BLVD,FALSE,Restaurant,170
13998,WESTERN BAGEL TOO,11628 SANTA MONICA BLVD STE #12,FALSE,Restaurant,33
13999,KOGI TAQUERIA,3500 OVERLAND AVE UNIT 100,FALSE,Restaurant,29
14000,POLLO CAMPERO,1605 W OLYMPIC BLVD # 120,TRUE,Restaurant,110
14001,YOUNG KING CHINESE RESTAURANT,3100 W OLYMPIC BLVD,TRUE,Restaurant,74
14002,CAROUSSEL,5112 HOLLYWOOD BLVD,FALSE,Restaurant,44
14003,BANGKOK GRILL,2770 FLETCHER DR,FALSE,Restaurant,49
14004,OTIS COLLEGE,9030 S LOYOLA BLVD,FALSE,Restaurant,146
14005,BOYS BURGERS NO.1,1774 E FLORENCE AVE,FALSE,Fast Food,28
14006,MEXICAN VILLAGE RESTAURANT,3668 W BEVERLY BLVD,TRUE,Restaurant,66
14007,RALPHS MARKET #185,5245 W CENTINELA AVE,FALSE,Restaurant,16
14008,FOOD FAIR BY DIEGO,7825 BEVERLY BLVD,TRUE,Restaurant,27
14009,THE COFFEE BEAN & TEA LEAF,6922 HOLLYWOOD BLVD STE #103,TRUE,Cafe,21
14010,BIRRIERIA TLAQUEPAQUE #2,1734 E FLORENCE AVE,FALSE,Restaurant,23
14011,PRANK BAR,1100 S HOPE ST,FALSE,Bar,48
14012,JAR,8225 BEVERLY BLVD,FALSE,Restaurant,85
14013,FUKUROU JAPANESE CUISINE,5103 HOLLYWOOD BLVD,FALSE,Restaurant,47
14014,SUSHI TSUJITA,2006 SAWTELLE BLVD,FALSE,Restaurant,34
14015,HONG KONG EXPRESS,3330 W FLORENCE AVE # B,TRUE,Fast Food,5
14016,S.G. HERCULES BURGERS #2,6225 S BROADWAY,FALSE,Fast Food,32
14017,DONUTS USA,11624 VENICE BLVD,FALSE,Fast Food,16
14018,WIRTSHAUS,345 N LA BREA AVE # #101-,FALSE,Restaurant,68
14019,PANADERIA Y RESTAURANTE SALV,1901 W PICO BLVD,TRUE,Restaurant,29
14020,CORNER CAFE,301 E 7TH ST,FALSE,Restaurant,25
14021,ANDRE OD TOWN & COUNTY LLC,6332 W 3RD ST # 18-10,FALSE,Restaurant,10
14022,MR. BOBA,3805 W 6TH ST,FALSE,Restaurant,44
14023,LA UNION,1217 WALL ST STE 6,FALSE,Restaurant,3
14024,TACOS VIRGINIA,4081 E WHITTIER BLVD,FALSE,Fast Food,10
14025,ANDRE OF TOWN & COUNTY LLC,6332 W 3RD ST # 18-10,FALSE,Restaurant,94
14026,EL HUERO,3000 S FIGUEROA ST,FALSE,Restaurant,29
14027,PASEO SAN MIGUEL SALVADORAN CUISINE,6051 S VERMONT AVE,FALSE,Restaurant,35
14028,RODEO MEXICAN GRILL #2,1721 W OLYMPIC BLVD,FALSE,Restaurant,100
14029,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,4614 AVALON BLVD,TRUE,Restaurant,4
14030,OLYMPIC CAFE,1300 W OLYMPIC BLVD # 102A,FALSE,Restaurant,21
14031,NORTHERN CAFE,8459 BEVERLY BLVD,TRUE,Restaurant,42
14032,MYUNG IN DUMPLINGS,3109 W OLYMPIC BLVD STE B,FALSE,Restaurant,33
14033,RAIN,685 S HOOVER ST,FALSE,Restaurant,72
14034,AFC SUSHI@RALPHS#185,5245 W CENTINELA AVE,FALSE,Restaurant,8
14035,HAM HUNG RESTAURANT,3109 W OLYMPIC BLVD STE #A,TRUE,Restaurant,36
14036,NANCY'S BAKERY,12617 W WASHINGTON BLVD,TRUE,Bakery,1
14037,EL BUCA,4501 S ALAMEDA ST,FALSE,Restaurant,14
14038,DAILY DONUTS HOUSE,1905 S WESTERN AVE STE #20,TRUE,Fast Food,28
14039,YOGURTLAND LADERA HEIGHTS,5375 W CENTINELA AVE # B,TRUE,Restaurant,23
14040,J - N - J  BURGER SHACK,5754 W ADAMS BLVD,FALSE,Fast Food,28
14041,BROTHERS BBQ,7725 CRENSHAW BLVD,FALSE,Restaurant,10
14042,FRANCO ON MELROSE,6919 MELROSE AVE,FALSE,Restaurant,93
14043,GAM JA GOL,3003 W OLYMPIC BLVD STE #107,FALSE,Restaurant,38
14044,MEDITERRANEAN TRIANGLE,4917 N EAGLE ROCK BLVD,FALSE,Restaurant,10
14045,THE MORRISON,3179 LOS FELIZ BLVD,FALSE,Restaurant,92
14046,YARD HOUSE,800 W OLYMPIC BLVD,FALSE,Restaurant,213
14047,PUPUSERIA JUTIAPA,5701 S VERMONT AVE,FALSE,Restaurant,36
14048,BABA GHANOOJ,7169 BEVERLY BLVD,FALSE,Restaurant,71
14049,SIMPLY SALAD,645 W 9TH ST 106,TRUE,Restaurant,12
14050,WHISPER LOUNGE,189 THE GROVE DR STE F90-B,FALSE,Restaurant,67
14051,MIMI'S CAFE,2925 LOS FELIZ BLVD,FALSE,Restaurant,165
14052,LA POBLANITA,3051 W 7TH ST,FALSE,Restaurant,1
14053,VIZTANGO CAFE,3017 S FIGUEROA ST,FALSE,Restaurant,46
14054,KMART,6310 W 3RD ST,FALSE,Restaurant,144
14055,CHINESE EXPRESS,4400 S BROADWAY STE 101,TRUE,Fast Food,25
14056,IMPROV COMEDY LAB BAR,8156 MELROSE AVE,FALSE,Bar,104
14057,KING DONUTS & HONG KONG EXPRESS,1957 E FLORENCE AVE,TRUE,Fast Food,32
14058,CREATIVE ARTISTS AGENCY,2000 AVENUE OF THE STARS,FALSE,Restaurant,7
14059,BBQ + RICE,7363 W SUNSET BLVD,FALSE,Restaurant,13
14060,MAYA'S RESTAURANT,3900 WILSHIRE BLVD,TRUE,Restaurant,87
14061,LOS CUNADOS,6300 S MAIN ST,FALSE,Restaurant,9
14062,BURRITO KING,2109 W SUNSET BLVD,FALSE,Restaurant,28
14063,AA CHINESE EXPRESS FAST FOOD,5101 S AVALON BLVD,TRUE,Fast Food,15
14064,MARINATE,5009 MELROSE AVE,FALSE,Restaurant,6
14065,GON JI AM,4653 1/2 W BEVERLY BLVD,FALSE,Restaurant,34
14066,PIZZA HUT #26143,1555 S WESTERN AVE,TRUE,Pizza,41
14067,JERUSALEM RESTAURANT & HOOKAH LOUNGE,3909 BEVERLY BLVD,TRUE,Restaurant,29
14068,THAI BBQ,5324 W HOLLYWOOD BLVD,FALSE,Restaurant,41
14069,SIZZLER #226,2920 LOS FELIZ BLVD,FALSE,Restaurant,71
14070,THE GARDEN JUICE BAR,322 W 7TH ST,TRUE,Bar,140
14071,INTERNATIONAL HOUSE OF PANCAKE,2227 N FIGUEROA ST,FALSE,Restaurant,107
14072,BEVERLY SOON TOFU,2717 W OLYMPIC BLVD 108,FALSE,Restaurant,37
14073,BODYFACTORY,8000 W SUNSET BLVD # B120,TRUE,Restaurant,28
14074,PANDA GARDEN,12003 S AVALON BLVD STE 102,TRUE,Restaurant,5
14075,THE DETOUR,12473 W WASHINGTON BLVD,FALSE,Restaurant,6
14076,A AND T BURGERS,11318 S AVALON BLVD,FALSE,Fast Food,11
14077,MARIELAS TACOS,3662 1/2 W 3RD ST,FALSE,Fast Food,8
14078,UNCLE JOHN'S CAFE,834 S GRAND AVE,TRUE,Restaurant,33
14079,GOSHEN CUSINE,212 W 7TH ST,FALSE,Restaurant,16
14080,SUBWAY #13478,3939 S CRENSHAW BLVD,TRUE,Fast Food,21
14081,ORANGE DOOR,1666 1/2 W ADAMS BLVD,FALSE,Restaurant,5
14082,MASAN,2851 W OLYMPIC BLVD,FALSE,Restaurant,85
14083,CAFE 5901,5901 OLYMPIC BLVD STE 104,TRUE,Restaurant,3
14084,BUSBYS,5364 WILSHIRE BLVD,FALSE,Restaurant,107
14085,PANADERIA GUERRERO,2411 W OLYMPIC BLVD STE #1,FALSE,Restaurant,10
14086,DIAMOND BAKERY,335 N FAIRFAX AVE,TRUE,Bakery,16
14087,TACOS MX,312 W 7TH ST,FALSE,Fast Food,10
14088,ROSITAS MEXICAN  RESTAURANT,2622 N FIGUEROA ST,TRUE,Restaurant,16
14089,EL REY THEATRE BAR,5515 WILSHIRE BLVD,FALSE,Bar,5
14090,CARL'S JR #12,1611 S WESTERN AVE,TRUE,Restaurant,119
14091,GOBI MONGOLIAN BBQ,2827 W SUNSET BLVD,FALSE,Restaurant,24
14092,JANG AN RESTAURANT,2773 W OLYMPIC BLVD,TRUE,Restaurant,1
14093,SUPERBA FOOD & BREAD,1900 LINCOLN BLVD,TRUE,Restaurant,102
14094,23RD ST CAFE,936 W 23RD ST,FALSE,Restaurant,32
14095,BIG WANGS,801 S GRAND AVE STE #175,TRUE,Restaurant,216
14096,THAI DISHES,6234 W MANCHESTER AVE,FALSE,Restaurant,103
14097,BLUE COW CAFE,350 S GRAND AVE STE R-3,FALSE,Restaurant,62
14098,THE VILLAGE BAKERY & CAFE,3119 LOS FELIZ BLVD,TRUE,Bakery,43
14099,LA AZTECA,4203 CHEVY CHASE DR,FALSE,Restaurant,29
14100,MOHAWK BEND,2141 W SUNSET BLVD,FALSE,Restaurant,80
14101,GONG CHA,3785 WILSHIRE BLVD # 107E,FALSE,Restaurant,19
14102,SK DONUTS,5850 W 3RD ST #A,FALSE,Fast Food,26
14103,DONA ANA'S COSINA,11313 S AVALON BLVD,FALSE,Restaurant,23
14104,PHO CAFE,2841 W SUNSET BLVD,FALSE,Restaurant,33
14105,SURAWON KOREAN RESTAURANT,2833 W OLYMPIC BLVD,TRUE,Restaurant,45
14106,CAFFE LATTE,6254 WILSHIRE BLVD,FALSE,Restaurant,44
14107,STOUT,1544 N CAHUENGA BLVD,FALSE,Restaurant,42
14108,DELI-CIOUS,5966 W OLYMPIC BLVD,TRUE,Restaurant,36
14109,LA VILLA CAFE,4105 CHEVY CHASE DR,TRUE,Restaurant,29
14110,ALOHA CATERING SERVICES INC,686 N SPRING ST,FALSE,Restaurant,46
14111,IMPROV- COMEDY CLUB,8162 MELROSE AVE,FALSE,Restaurant,169
14112,SCHWARTZ BAKERY,433 N FAIRFAX AVE,TRUE,Bakery,20
14113,TACO INN,815 W OLYMPIC BLVD,FALSE,Fast Food,136
14114,EL POLLO LOCO # 3540,1545 S WESTERN AVE,TRUE,Restaurant,47
14115,RINCON DE GUAYABITOS #3,6049 E WHITTIER BLVD,FALSE,Restaurant,41
14116,WOKCANO CRESCENT,8000 SUNSET BLVD A 110,FALSE,Restaurant,40
14117,ABC COMMISSARY,4151 PROSPECT AVE,FALSE,Restaurant,114
14118,MIKKELLER,330 W OLYMPIC BLVD,FALSE,Restaurant,44
14119,EL POLLO LOCO # 5502,1934 W OLYMPIC BLVD,TRUE,Restaurant,48
14120,LUCIFER'S PIZZA,6104 W SUNSET BLVD,TRUE,Pizza,49
14121,NEUEHOUSE,6121 SUNSET BLVD,FALSE,Restaurant,16
14122,PEPES G. TACOS,223 W 6TH ST,FALSE,Fast Food,9
14123,THE OAKS GOURMET,1915 N BRONSON AVE,FALSE,Restaurant,39
14124,LOS MOLCAJETES,2748 W TEMPLE ST,TRUE,Restaurant,143
14125,AMAR DESH INDIAN RESTAURANT,2411 W OLYMPIC BLVD # 5,TRUE,Restaurant,14
14126,TINHORN FLATS SALOON & GRILL,1724 N HIGHLAND AVE,FALSE,Restaurant,225
14127,BOON ARUNEE THAI HOUSE,240 N VIRGIL AVE #111,FALSE,Restaurant,120
14128,EL MEXICANO MARKET/TORTILLER,6625 S AVALON BLVD,FALSE,Restaurant,7
14129,TIERRA MIA COFFEE COMPANY,5526 MONTE VISTA ST,TRUE,Cafe,29
14130,JACKSON CAFE,5880 JEFFERSON BLVD,FALSE,Restaurant,7
14131,SEOUL GARDEN RESTAURANT,1833 W OLYMPIC BLVD,TRUE,Restaurant,148
14132,MO MO SUSHI,8500 W OLYMPIC BLVD STE E,TRUE,Restaurant,7
14133,ORLEANS AND YORK DELI,333 SPRING ST STE E9,TRUE,Restaurant,27
14134,GOLDEN MONGOLIAN RESTAURANT,3012 WILSHIRE BLVD,TRUE,Restaurant,35
14135,MARKET CAFE @ WESTWOOD GATEWAY,11150 SANTA MONICA BLVD,FALSE,Restaurant,118
14136,BIG BEAR FARM,922 S VERMONT AVE,FALSE,Restaurant,22
14137,TASTE OF UNIVERSAL,600 S SPRING ST # 108,FALSE,Restaurant,3
14138,SULTAN RESTAURANT,311 W 6TH ST,TRUE,Restaurant,5
14139,PUPUSERIA EL SAVOY,2439 W JAMES M WOOD BLVD,FALSE,Restaurant,3
14140,VIA MAR SEAFOOD RESTAURANT,5111 N FIGUEROA ST,TRUE,Restaurant,5
14141,RENAISSANCE RESTAURANT,5930 FRANKLIN AVE,TRUE,Restaurant,32
14142,LA FUENTE RESTAURANT,5530 MONTE VISTA ST,TRUE,Restaurant,10
14143,BEELMAN'S PUB,600 S SPRING ST # R1,TRUE,Restaurant,42
14144,FRED'S BURGERS,5950 S VERMONT AVE,FALSE,Fast Food,22
14145,SHIBUMI,815 S HILL ST,FALSE,Restaurant,13
14146,TAM'S BURGER #7,5023 S CENTRAL AVE,TRUE,Fast Food,9
14147,HAWAIIAN BBQ HOUSE,3552 W 3RD ST,FALSE,Restaurant,28
14148,CUYUTLAN,2238 1/2 E 1ST ST,FALSE,Restaurant,8
14149,HILL GRILL,1061 S HILL ST,FALSE,Restaurant,15
14150,LOS ANTOJITOS MEXICAN REST,2122 E 1ST ST,FALSE,Restaurant,43
14151,PARK SIDE INT'L COLLEGE,3771 MCCLINTOCK AVE,FALSE,Restaurant,166
14152,CAFE ANGELINO,8735 W 3RD ST,FALSE,Restaurant,39
14153,TSURUMARU UDON,333 S ALAMEDA ST STE #301,FALSE,Restaurant,43
14154,CABANAS RESTAURANTE,1003 S HILL ST,TRUE,Restaurant,42
14155,LITTLE TOKYO SUSHI,333 S ALAMEDA ST # 100H,FALSE,Restaurant,14
14156,DINETTE,1608 1/2 W SUNSET BLVD,FALSE,Restaurant,20
14157,OH MY POKI,333 S ALAMEDA ST # 100,FALSE,Restaurant,7
14158,CILANTRO,1149 S HILL ST # AU130,FALSE,Restaurant,11
14159,X LANES,333 S ALAMEDA ST #300,FALSE,Restaurant,177
14160,L.A. POLICE ACADEMY,1880 ACADEMY DR,FALSE,Restaurant,178
14161,DOWNTOWN PEKING TAVERN,806 SPRING ST,FALSE,Restaurant,114
14162,THE EDISON-RESTAURANT,108 W 2ND ST #101,TRUE,Restaurant,18
14163,GEORGE TOWN CUPCAKE,143 S ROBERTSON BLVD,FALSE,Restaurant,4
14164,LUPITAS RESTAURANT #1,2214 E 1ST ST,TRUE,Restaurant,22
14165,DIAMOND BUFFET AND GRILL,1901 W 7TH ST,FALSE,Restaurant,172
