source_id,dt,costs
3,2018-05-18,414.42
3,2018-05-19,180.85
3,2018-05-20,172.81
3,2018-05-21,126.83
3,2018-05-22,336.66
3,2018-05-23,323.1
3,2018-05-24,352.08
3,2018-05-25,439.4
3,2018-05-26,278.02
3,2018-05-27,254.9
3,2018-05-28,247.92
3,2018-05-29,347.59
3,2018-05-30,611.78
3,2018-05-31,822.3
4,2017-06-01,76.74
4,2017-06-02,59.21
4,2017-06-03,59.39
4,2017-06-04,161.97
4,2017-06-05,44.65
4,2017-06-06,2.38
4,2017-06-07,28.46
4,2017-06-08,283.81
4,2017-06-09,446.64
4,2017-06-10,80.25
4,2017-06-11,71.66
4,2017-06-12,101.0
4,2017-06-13,79.65
4,2017-06-14,46.55
4,2017-06-15,320.16
4,2017-06-16,73.25
4,2017-06-17,68.61
4,2017-06-18,74.01
4,2017-06-19,51.9
4,2017-06-20,194.46
4,2017-06-21,52.6
4,2017-06-22,102.29
4,2017-06-23,268.03
4,2017-06-24,143.2
4,2017-06-25,168.31
4,2017-06-26,45.0
4,2017-06-27,114.44
4,2017-06-28,54.02
4,2017-06-29,23.41
4,2017-06-30,218.75
4,2017-07-01,43.17
4,2017-07-02,161.67
4,2017-07-03,54.69
4,2017-07-04,93.86
4,2017-07-05,74.94
4,2017-07-06,273.2
4,2017-07-07,13.58
4,2017-07-08,91.94
4,2017-07-09,51.91
4,2017-07-10,59.37
4,2017-07-11,38.38
4,2017-07-12,54.86
4,2017-07-13,59.66
4,2017-07-14,448.92
4,2017-07-15,90.66
4,2017-07-16,10.99
4,2017-07-17,298.2
4,2017-07-18,278.26
4,2017-07-19,150.08
4,2017-07-20,172.85
4,2017-07-21,178.37
4,2017-07-22,9.59
4,2017-07-23,42.18
4,2017-07-24,153.37
4,2017-07-25,89.37
4,2017-07-26,60.41
4,2017-07-27,141.77
4,2017-07-28,126.26
4,2017-07-29,29.52
4,2017-07-30,27.97
4,2017-07-31,149.73
4,2017-08-01,36.22
4,2017-08-02,109.08
4,2017-08-03,167.72
4,2017-08-04,109.33
4,2017-08-05,73.41
4,2017-08-06,31.19
4,2017-08-07,8.36
4,2017-08-08,39.92
4,2017-08-09,92.77
4,2017-08-10,91.02
4,2017-08-11,106.65
4,2017-08-12,69.85
4,2017-08-13,84.61
4,2017-08-14,35.83
4,2017-08-15,210.6
4,2017-08-16,228.72
4,2017-08-17,19.99
4,2017-08-18,129.32
4,2017-08-19,184.76
4,2017-08-20,28.41
4,2017-08-21,4.0
4,2017-08-22,214.23
4,2017-08-23,130.07
4,2017-08-24,45.19
4,2017-08-25,174.93
4,2017-08-26,33.11
4,2017-08-27,212.58
4,2017-08-28,113.71
4,2017-08-29,1.74
4,2017-08-30,316.81
4,2017-08-31,113.23
4,2017-09-01,54.43
4,2017-09-02,59.41
4,2017-09-03,208.19
4,2017-09-04,249.91
4,2017-09-05,73.44
4,2017-09-06,263.13
4,2017-09-07,362.7
4,2017-09-08,307.03
4,2017-09-09,50.32
4,2017-09-10,118.53
4,2017-09-11,83.39
4,2017-09-12,181.7
4,2017-09-13,138.54
4,2017-09-14,331.25
4,2017-09-15,107.81
4,2017-09-16,223.44
4,2017-09-17,59.76
4,2017-09-18,154.6
4,2017-09-19,10.23
4,2017-09-20,51.3
4,2017-09-21,95.94
4,2017-09-22,359.35
4,2017-09-23,127.75
4,2017-09-24,170.74
4,2017-09-25,46.58
4,2017-09-26,261.97
4,2017-09-27,48.69
4,2017-09-28,270.94
4,2017-09-29,523.77
4,2017-09-30,197.42
4,2017-10-01,282.74
4,2017-10-02,129.08
4,2017-10-03,119.74
4,2017-10-04,161.14
4,2017-10-05,434.14
4,2017-10-06,172.24
4,2017-10-07,259.13
4,2017-10-08,154.38
4,2017-10-09,263.95
4,2017-10-10,305.53
4,2017-10-11,113.03
4,2017-10-12,63.37
4,2017-10-13,12.16
4,2017-10-14,109.49
4,2017-10-15,60.02
4,2017-10-16,103.63
4,2017-10-17,1.96
4,2017-10-18,103.2
4,2017-10-19,287.31
4,2017-10-20,378.15
4,2017-10-21,561.65
4,2017-10-22,258.74
4,2017-10-23,274.26
4,2017-10-24,243.86
4,2017-10-25,235.48
4,2017-10-26,300.89
4,2017-10-27,395.49
4,2017-10-28,85.86
4,2017-10-29,236.95
4,2017-10-30,309.56
4,2017-10-31,3.71
4,2017-11-01,90.16
4,2017-11-02,270.7
4,2017-11-03,48.25
4,2017-11-04,228.73
4,2017-11-05,387.64
4,2017-11-06,223.11
4,2017-11-07,50.19
4,2017-11-08,312.31
4,2017-11-09,4.09
4,2017-11-10,224.96
4,2017-11-11,318.96
4,2017-11-12,256.17
4,2017-11-13,458.41
4,2017-11-14,57.03
4,2017-11-15,32.09
4,2017-11-16,418.31
4,2017-11-17,86.21
4,2017-11-18,312.73
4,2017-11-19,51.8
4,2017-11-20,7.19
4,2017-11-21,22.24
4,2017-11-22,236.37
4,2017-11-23,47.6
4,2017-11-24,80.88
4,2017-11-25,267.3
4,2017-11-26,58.15
4,2017-11-27,68.76
4,2017-11-28,87.09
4,2017-11-29,242.35
4,2017-11-30,439.04
4,2017-12-01,104.28
4,2017-12-02,117.69
4,2017-12-03,256.2
4,2017-12-04,473.2
4,2017-12-05,788.03
4,2017-12-06,85.34
4,2017-12-07,372.14
4,2017-12-08,28.14
4,2017-12-09,367.51
4,2017-12-10,66.03
4,2017-12-11,509.15
4,2017-12-12,325.47
4,2017-12-13,191.42
4,2017-12-14,279.2
4,2017-12-15,593.39
4,2017-12-16,95.71
4,2017-12-17,421.49
4,2017-12-18,72.47
4,2017-12-19,42.16
4,2017-12-20,229.25
4,2017-12-21,219.21
4,2017-12-22,64.88
4,2017-12-23,457.46
4,2017-12-24,25.28
4,2017-12-25,304.38
4,2017-12-26,252.6
4,2017-12-27,187.92
4,2017-12-28,89.49
4,2017-12-29,362.48
4,2017-12-30,237.85
4,2017-12-31,60.65
4,2018-01-01,92.45
4,2018-01-02,281.71
4,2018-01-03,102.03
4,2018-01-04,194.2
4,2018-01-05,118.87
4,2018-01-06,301.0
4,2018-01-07,130.14
4,2018-01-08,14.55
4,2018-01-09,66.62
4,2018-01-10,67.72
4,2018-01-11,557.49
4,2018-01-12,159.19
4,2018-01-13,68.96
4,2018-01-14,99.48
4,2018-01-15,19.93
4,2018-01-16,420.21
4,2018-01-17,386.59
4,2018-01-18,94.14
4,2018-01-19,363.74
4,2018-01-20,96.7
4,2018-01-21,212.55
4,2018-01-22,560.97
4,2018-01-23,11.67
4,2018-01-24,106.02
4,2018-01-25,8.81
4,2018-01-26,379.13
4,2018-01-27,227.3
4,2018-01-28,152.14
4,2018-01-29,315.11
4,2018-01-30,149.99
4,2018-01-31,73.38
4,2018-02-01,10.46
4,2018-02-02,290.24
4,2018-02-03,84.62
4,2018-02-04,155.41
4,2018-02-05,167.23
4,2018-02-06,185.07
4,2018-02-07,4.7
4,2018-02-08,202.29
4,2018-02-09,281.17
4,2018-02-10,718.84
4,2018-02-11,350.14
4,2018-02-12,414.37
4,2018-02-13,112.65
4,2018-02-14,8.12
4,2018-02-15,427.46
4,2018-02-16,138.81
4,2018-02-17,100.71
4,2018-02-18,440.81
4,2018-02-19,164.76
4,2018-02-20,286.74
4,2018-02-21,260.03
4,2018-02-22,131.14
4,2018-02-23,85.63
4,2018-02-24,180.81
4,2018-02-25,258.94
4,2018-02-26,57.12
4,2018-02-27,69.79
4,2018-02-28,123.9
4,2018-03-01,364.8
4,2018-03-02,40.49
4,2018-03-03,6.31
4,2018-03-04,104.19
4,2018-03-05,335.27
4,2018-03-06,348.6
4,2018-03-07,336.61
4,2018-03-08,275.19
4,2018-03-09,77.68
4,2018-03-10,285.0
4,2018-03-11,485.34
4,2018-03-12,13.89
4,2018-03-13,496.42
4,2018-03-14,140.16
4,2018-03-15,196.12
4,2018-03-16,94.32
4,2018-03-17,219.68
4,2018-03-18,0.83
4,2018-03-19,219.8
4,2018-03-20,294.67
4,2018-03-21,146.74
4,2018-03-22,109.82
4,2018-03-23,58.34
4,2018-03-24,196.0
4,2018-03-25,241.82
4,2018-03-26,297.49
4,2018-03-27,51.2
4,2018-03-28,303.04
4,2018-03-29,206.36
4,2018-03-30,15.69
4,2018-04-02,65.09
4,2018-04-03,56.98
4,2018-04-04,51.62
4,2018-04-05,226.01
4,2018-04-06,118.28
4,2018-04-07,36.92
4,2018-04-08,45.96
4,2018-04-09,364.56
4,2018-04-10,199.19
4,2018-04-11,161.69
4,2018-04-12,160.14
4,2018-04-13,487.0
4,2018-04-14,243.86
4,2018-04-15,144.55
4,2018-04-16,210.94
4,2018-04-17,50.59
4,2018-04-18,68.18
4,2018-04-19,45.03
4,2018-04-20,357.11
4,2018-04-21,4.55
4,2018-04-22,210.54
4,2018-04-23,65.52
4,2018-04-24,57.69
4,2018-04-25,14.13
4,2018-04-26,346.0
4,2018-04-27,207.3
4,2018-04-28,12.44
4,2018-04-29,339.13
4,2018-04-30,57.49
4,2018-05-01,130.82
4,2018-05-02,136.8
4,2018-05-03,164.61
4,2018-05-04,196.83
4,2018-05-05,160.29
4,2018-05-06,39.57
4,2018-05-07,192.17
4,2018-05-08,132.93
4,2018-05-09,133.48
4,2018-05-10,60.58
4,2018-05-11,1.31
4,2018-05-12,58.74
4,2018-05-13,145.15
4,2018-05-14,93.19
4,2018-05-15,48.68
4,2018-05-16,199.99
4,2018-05-17,227.86
4,2018-05-18,265.19
4,2018-05-19,179.98
4,2018-05-20,195.92
4,2018-05-21,80.09
4,2018-05-22,235.27
4,2018-05-23,59.62
4,2018-05-24,288.83
4,2018-05-25,28.02
4,2018-05-26,46.98
4,2018-05-27,28.04
4,2018-05-28,68.88
4,2018-05-29,103.84
4,2018-05-30,18.01
4,2018-05-31,492.54
5,2017-06-01,73.24
5,2017-06-02,123.82
5,2017-06-03,64.93
5,2017-06-04,52.77
5,2017-06-05,144.3
5,2017-06-06,136.43
5,2017-06-07,123.15
5,2017-06-08,156.32
5,2017-06-09,130.94
5,2017-06-10,72.51
5,2017-06-11,41.89
5,2017-06-12,64.6
5,2017-06-13,81.81
5,2017-06-14,81.15
5,2017-06-15,116.72
5,2017-06-16,102.74
5,2017-06-17,63.85
5,2017-06-18,51.2
5,2017-06-19,71.66
5,2017-06-20,106.82
5,2017-06-21,69.14
5,2017-06-22,94.81
5,2017-06-23,65.49
5,2017-06-24,50.51
5,2017-06-25,70.65
5,2017-06-26,111.47
5,2017-06-27,80.62
5,2017-06-28,60.32
5,2017-06-29,74.38
5,2017-06-30,77.88
5,2017-07-01,72.99
5,2017-07-02,45.97
5,2017-07-03,107.34
5,2017-07-04,92.4
5,2017-07-05,76.88
5,2017-07-06,119.51
5,2017-07-07,123.22
5,2017-07-08,56.8
5,2017-07-09,77.58
5,2017-07-10,100.74
5,2017-07-11,89.67
5,2017-07-12,103.19
5,2017-07-13,156.89
5,2017-07-14,143.57
5,2017-07-15,161.95
5,2017-07-16,96.74
5,2017-07-17,186.09
5,2017-07-18,148.57
5,2017-07-19,132.52
5,2017-07-20,108.2
5,2017-07-21,61.18
5,2017-07-22,54.08
5,2017-07-23,52.58
5,2017-07-24,116.97
5,2017-07-25,77.35
5,2017-07-26,71.7
5,2017-07-27,113.6
5,2017-07-28,57.68
5,2017-07-29,47.6
5,2017-07-30,55.95
5,2017-07-31,88.63
5,2017-08-01,52.78
5,2017-08-02,63.8
5,2017-08-03,64.27
5,2017-08-04,46.88
5,2017-08-05,36.28
5,2017-08-06,27.82
5,2017-08-07,71.4
5,2017-08-08,65.5
5,2017-08-09,72.48
5,2017-08-10,79.18
5,2017-08-11,85.24
5,2017-08-12,46.54
5,2017-08-13,47.43
5,2017-08-14,82.15
5,2017-08-15,61.24
5,2017-08-16,81.53
5,2017-08-17,65.24
5,2017-08-18,100.28
5,2017-08-19,45.55
5,2017-08-20,54.85
5,2017-08-21,88.5
5,2017-08-22,72.48
5,2017-08-23,82.29
5,2017-08-24,89.01
5,2017-08-25,79.18
5,2017-08-26,83.43
5,2017-08-27,78.63
5,2017-08-28,88.96
5,2017-08-29,87.54
5,2017-08-30,97.57
5,2017-08-31,87.25
5,2017-09-01,119.64
5,2017-09-02,90.42
5,2017-09-03,78.45
5,2017-09-04,108.52
5,2017-09-05,94.98
5,2017-09-06,98.49
5,2017-09-07,133.6
5,2017-09-08,142.4
5,2017-09-09,81.99
5,2017-09-10,67.69
5,2017-09-11,131.9
5,2017-09-12,106.66
5,2017-09-13,89.67
5,2017-09-14,152.54
5,2017-09-15,147.87
5,2017-09-16,102.66
5,2017-09-17,79.43
5,2017-09-18,241.06
5,2017-09-19,125.87
5,2017-09-20,105.49
5,2017-09-21,119.97
5,2017-09-22,127.55
5,2017-09-23,79.47
5,2017-09-24,138.4
5,2017-09-25,277.25
5,2017-09-26,165.83
5,2017-09-27,165.46
5,2017-09-28,186.56
5,2017-09-29,162.61
5,2017-09-30,126.71
5,2017-10-01,131.62
5,2017-10-02,163.98
5,2017-10-03,249.43
5,2017-10-04,203.27
5,2017-10-05,195.54
5,2017-10-06,224.15
5,2017-10-07,209.63
5,2017-10-08,126.07
5,2017-10-09,201.99
5,2017-10-10,131.21
5,2017-10-11,168.86
5,2017-10-12,173.81
5,2017-10-13,238.24
5,2017-10-14,149.78
5,2017-10-15,158.86
5,2017-10-16,238.57
5,2017-10-17,121.31
5,2017-10-18,226.92
5,2017-10-19,148.06
5,2017-10-20,189.67
5,2017-10-21,108.48
5,2017-10-22,155.01
5,2017-10-23,216.83
5,2017-10-24,194.72
5,2017-10-25,178.97
5,2017-10-26,158.5
5,2017-10-27,221.31
5,2017-10-28,204.82
5,2017-10-29,205.15
5,2017-10-30,234.35
5,2017-10-31,238.29
5,2017-11-01,211.73
5,2017-11-02,227.62
5,2017-11-03,186.36
5,2017-11-04,157.44
5,2017-11-05,162.07
5,2017-11-06,158.74
5,2017-11-07,122.07
5,2017-11-08,221.81
5,2017-11-09,212.46
5,2017-11-10,191.35
5,2017-11-11,170.58
5,2017-11-12,145.53
5,2017-11-13,249.78
5,2017-11-14,198.26
5,2017-11-15,169.23
5,2017-11-16,216.46
5,2017-11-17,195.2
5,2017-11-18,176.74
5,2017-11-19,191.84
5,2017-11-20,214.02
5,2017-11-21,220.65
5,2017-11-22,176.34
5,2017-11-23,207.62
5,2017-11-24,719.22
5,2017-11-25,247.53
5,2017-11-26,137.72
5,2017-11-27,229.15
5,2017-11-28,230.64
5,2017-11-29,146.91
5,2017-11-30,230.27
5,2017-12-01,216.67
5,2017-12-02,149.99
5,2017-12-03,198.06
5,2017-12-04,231.08
5,2017-12-05,201.66
5,2017-12-06,200.93
5,2017-12-07,279.31
5,2017-12-08,174.57
5,2017-12-09,164.53
5,2017-12-10,158.58
5,2017-12-11,180.75
5,2017-12-12,213.72
5,2017-12-13,234.93
5,2017-12-14,160.58
5,2017-12-15,224.7
5,2017-12-16,199.98
5,2017-12-17,191.3
5,2017-12-18,157.6
5,2017-12-19,192.92
5,2017-12-20,203.87
5,2017-12-21,193.1
5,2017-12-22,196.05
5,2017-12-23,99.26
5,2017-12-24,120.99
5,2017-12-25,256.12
5,2017-12-26,194.26
5,2017-12-27,197.18
5,2017-12-28,186.49
5,2017-12-29,186.47
5,2017-12-30,179.95
5,2017-12-31,126.92
5,2018-01-01,149.29
5,2018-01-02,229.42
5,2018-01-03,258.04
5,2018-01-04,197.0
5,2018-01-05,163.93
5,2018-01-06,136.59
5,2018-01-07,144.77
5,2018-01-08,172.25
5,2018-01-09,258.67
5,2018-01-10,180.34
5,2018-01-11,151.49
5,2018-01-12,143.27
5,2018-01-13,107.32
5,2018-01-14,197.52
5,2018-01-15,180.38
5,2018-01-16,184.09
5,2018-01-17,122.96
5,2018-01-18,132.77
5,2018-01-19,172.78
5,2018-01-20,171.87
5,2018-01-21,202.48
5,2018-01-22,179.15
5,2018-01-23,171.39
5,2018-01-24,194.0
5,2018-01-25,189.62
5,2018-01-26,151.74
5,2018-01-27,152.74
5,2018-01-28,129.77
5,2018-01-29,166.69
5,2018-01-30,205.38
5,2018-01-31,173.81
5,2018-02-01,298.58
5,2018-02-02,179.62
5,2018-02-03,207.45
5,2018-02-04,173.87
5,2018-02-05,153.29
5,2018-02-06,133.46
5,2018-02-07,146.27
5,2018-02-08,265.77
5,2018-02-09,154.21
5,2018-02-10,210.04
5,2018-02-11,130.62
5,2018-02-12,227.87
5,2018-02-13,160.7
5,2018-02-14,221.87
5,2018-02-15,201.97
5,2018-02-16,148.87
5,2018-02-17,115.34
5,2018-02-18,134.3
5,2018-02-19,236.22
5,2018-02-20,168.85
5,2018-02-21,148.55
5,2018-02-22,175.53
5,2018-02-23,165.88
5,2018-02-24,174.26
5,2018-02-25,136.0
5,2018-02-26,242.06
5,2018-02-27,212.55
5,2018-02-28,147.31
5,2018-03-01,196.74
5,2018-03-02,176.96
5,2018-03-03,101.78
5,2018-03-04,140.6
5,2018-03-05,146.43
5,2018-03-06,169.46
5,2018-03-07,169.37
5,2018-03-08,163.48
5,2018-03-09,125.79
5,2018-03-10,140.43
5,2018-03-11,100.82
5,2018-03-12,180.57
5,2018-03-13,158.83
5,2018-03-14,113.37
5,2018-03-15,127.64
5,2018-03-16,136.32
5,2018-03-17,120.02
5,2018-03-18,122.82
5,2018-03-19,119.06
5,2018-03-20,183.31
5,2018-03-21,157.34
5,2018-03-22,265.24
5,2018-03-23,150.62
5,2018-03-24,155.64
5,2018-03-25,207.43
5,2018-03-26,241.36
5,2018-03-27,167.39
5,2018-03-28,120.42
5,2018-03-29,144.18
5,2018-03-30,25.5
5,2018-03-31,0.7
5,2018-04-02,63.05
5,2018-04-03,117.1
5,2018-04-04,108.56
5,2018-04-05,88.85
5,2018-04-06,118.16
5,2018-04-07,90.99
5,2018-04-08,85.6
5,2018-04-09,122.59
5,2018-04-10,116.01
5,2018-04-11,136.88
5,2018-04-12,163.82
5,2018-04-13,119.9
5,2018-04-14,68.11
5,2018-04-15,79.73
5,2018-04-16,139.51
5,2018-04-17,124.8
5,2018-04-18,150.34
5,2018-04-19,122.45
5,2018-04-20,191.58
5,2018-04-21,130.3
5,2018-04-22,149.02
5,2018-04-23,159.89
5,2018-04-24,153.15
5,2018-04-25,153.98
5,2018-04-26,171.63
5,2018-04-27,135.79
5,2018-04-28,81.28
5,2018-04-29,83.78
5,2018-04-30,74.3
5,2018-05-01,79.99
5,2018-05-02,65.1
5,2018-05-03,109.59
5,2018-05-04,82.01
5,2018-05-05,92.53
5,2018-05-06,100.54
5,2018-05-07,104.64
5,2018-05-08,84.03
5,2018-05-09,61.65
5,2018-05-10,99.69
5,2018-05-11,93.67
5,2018-05-12,69.06
5,2018-05-13,85.86
5,2018-05-14,112.97
5,2018-05-15,108.04
5,2018-05-16,134.23
5,2018-05-17,156.83
5,2018-05-18,82.16
5,2018-05-19,112.57
5,2018-05-20,109.87
5,2018-05-21,108.71
5,2018-05-22,126.79
5,2018-05-23,156.03
5,2018-05-24,102.97
5,2018-05-25,115.26
5,2018-05-26,115.21
5,2018-05-27,84.66
5,2018-05-28,131.77
5,2018-05-29,138.33
5,2018-05-30,246.76
5,2018-05-31,398.04
9,2017-06-01,13.06
9,2017-06-02,18.13
9,2017-06-03,7.06
9,2017-06-04,4.65
9,2017-06-05,15.3
9,2017-06-06,10.52
9,2017-06-07,8.58
9,2017-06-08,12.09
9,2017-06-09,11.9
9,2017-06-10,5.75
9,2017-06-11,7.27
9,2017-06-12,8.88
9,2017-06-13,10.66
9,2017-06-14,5.08
9,2017-06-15,17.9
9,2017-06-16,7.96
9,2017-06-17,6.95
9,2017-06-18,9.44
9,2017-06-19,9.57
9,2017-06-20,8.27
9,2017-06-21,6.81
9,2017-06-22,11.05
9,2017-06-23,7.33
9,2017-06-24,5.36
9,2017-06-25,8.84
9,2017-06-26,9.36
9,2017-06-27,8.12
9,2017-06-28,8.75
9,2017-06-29,11.36
9,2017-06-30,9.22
9,2017-07-01,6.89
9,2017-07-02,6.6
9,2017-07-03,8.57
9,2017-07-04,10.36
9,2017-07-05,9.62
9,2017-07-06,13.52
9,2017-07-07,12.06
9,2017-07-08,8.11
9,2017-07-09,5.18
9,2017-07-10,20.23
9,2017-07-11,11.12
9,2017-07-12,9.26
9,2017-07-13,15.03
9,2017-07-14,15.57
9,2017-07-15,16.18
9,2017-07-16,10.39
9,2017-07-17,20.9
9,2017-07-18,7.75
9,2017-07-19,10.07
9,2017-07-20,15.6
9,2017-07-21,7.39
9,2017-07-22,7.29
9,2017-07-23,9.78
9,2017-07-24,4.48
9,2017-07-25,8.25
9,2017-07-26,5.6
9,2017-07-27,6.46
9,2017-07-28,4.11
9,2017-07-29,5.26
9,2017-07-30,4.33
9,2017-07-31,6.58
9,2017-08-01,8.56
9,2017-08-02,6.93
9,2017-08-03,9.3
9,2017-08-04,6.96
9,2017-08-05,3.45
9,2017-08-06,9.82
9,2017-08-07,8.5
9,2017-08-08,7.19
9,2017-08-09,7.68
9,2017-08-10,7.48
9,2017-08-11,11.36
9,2017-08-12,2.83
9,2017-08-13,5.32
9,2017-08-14,16.25
9,2017-08-15,8.09
9,2017-08-16,11.82
9,2017-08-17,6.17
9,2017-08-18,8.4
9,2017-08-19,7.68
9,2017-08-20,6.35
9,2017-08-21,3.78
9,2017-08-22,10.94
9,2017-08-23,13.0
9,2017-08-24,6.62
9,2017-08-25,10.29
9,2017-08-26,4.62
9,2017-08-27,5.29
9,2017-08-28,6.74
9,2017-08-29,5.95
9,2017-08-30,9.55
9,2017-08-31,12.01
9,2017-09-01,15.03
9,2017-09-02,10.43
9,2017-09-03,9.52
9,2017-09-04,15.83
9,2017-09-05,10.79
9,2017-09-06,10.47
9,2017-09-07,15.72
9,2017-09-08,8.7
9,2017-09-09,12.81
9,2017-09-10,12.7
9,2017-09-11,8.7
9,2017-09-12,9.93
9,2017-09-13,8.55
9,2017-09-14,13.01
9,2017-09-15,18.6
9,2017-09-16,14.57
9,2017-09-17,11.12
9,2017-09-18,11.21
9,2017-09-19,12.85
9,2017-09-20,14.83
9,2017-09-21,9.87
9,2017-09-22,9.08
9,2017-09-23,13.06
9,2017-09-24,20.93
9,2017-09-25,18.92
9,2017-09-26,17.59
9,2017-09-27,23.49
9,2017-09-28,17.7
9,2017-09-29,19.69
9,2017-09-30,19.92
9,2017-10-01,17.64
9,2017-10-02,22.74
9,2017-10-03,35.22
9,2017-10-04,23.73
9,2017-10-05,21.15
9,2017-10-06,14.26
9,2017-10-07,19.01
9,2017-10-08,14.59
9,2017-10-09,18.52
9,2017-10-10,13.84
9,2017-10-11,22.59
9,2017-10-12,13.83
9,2017-10-13,22.51
9,2017-10-14,13.65
9,2017-10-15,9.81
9,2017-10-16,24.45
9,2017-10-17,22.27
9,2017-10-18,14.33
9,2017-10-19,18.28
9,2017-10-20,16.12
9,2017-10-21,7.91
9,2017-10-22,16.94
9,2017-10-23,20.85
9,2017-10-24,22.57
9,2017-10-25,21.3
9,2017-10-26,22.88
9,2017-10-27,24.38
9,2017-10-28,20.61
9,2017-10-29,16.75
9,2017-10-30,22.34
9,2017-10-31,34.34
9,2017-11-01,26.41
9,2017-11-02,26.58
9,2017-11-03,15.76
9,2017-11-04,17.76
9,2017-11-05,26.01
9,2017-11-06,20.32
9,2017-11-07,25.6
9,2017-11-08,21.04
9,2017-11-09,19.29
9,2017-11-10,19.2
9,2017-11-11,14.61
9,2017-11-12,16.05
9,2017-11-13,19.18
9,2017-11-14,18.84
9,2017-11-15,22.9
9,2017-11-16,29.1
9,2017-11-17,28.25
9,2017-11-18,13.15
9,2017-11-19,26.74
9,2017-11-20,23.86
9,2017-11-21,17.11
9,2017-11-22,19.98
9,2017-11-23,29.16
9,2017-11-24,49.53
9,2017-11-25,34.28
9,2017-11-26,18.9
9,2017-11-27,24.74
9,2017-11-28,15.67
9,2017-11-29,18.65
9,2017-11-30,24.51
9,2017-12-01,26.85
9,2017-12-02,20.11
9,2017-12-03,9.26
9,2017-12-04,16.22
9,2017-12-05,22.99
9,2017-12-06,23.79
9,2017-12-07,29.08
9,2017-12-08,26.45
9,2017-12-09,21.37
9,2017-12-10,20.0
9,2017-12-11,25.71
9,2017-12-12,19.85
9,2017-12-13,30.72
9,2017-12-14,17.03
9,2017-12-15,24.44
9,2017-12-16,20.42
9,2017-12-17,22.73
9,2017-12-18,23.15
9,2017-12-19,21.09
9,2017-12-20,20.7
9,2017-12-21,25.43
9,2017-12-22,21.22
9,2017-12-23,11.69
9,2017-12-24,15.16
9,2017-12-25,27.33
9,2017-12-26,28.42
9,2017-12-27,24.65
9,2017-12-28,19.4
9,2017-12-29,17.07
9,2017-12-30,16.33
9,2017-12-31,9.32
9,2018-01-01,27.23
9,2018-01-02,31.75
9,2018-01-03,14.75
9,2018-01-04,16.06
9,2018-01-05,16.41
9,2018-01-06,15.26
9,2018-01-07,8.15
9,2018-01-08,16.65
9,2018-01-09,15.72
9,2018-01-10,21.43
9,2018-01-11,26.1
9,2018-01-12,21.9
9,2018-01-13,16.15
9,2018-01-14,15.18
9,2018-01-15,11.58
9,2018-01-16,13.9
9,2018-01-17,18.85
9,2018-01-18,13.15
9,2018-01-19,18.76
9,2018-01-20,16.6
9,2018-01-21,13.24
9,2018-01-22,23.39
9,2018-01-23,16.51
9,2018-01-24,18.43
9,2018-01-25,23.05
9,2018-01-26,14.49
9,2018-01-27,10.84
9,2018-01-28,11.48
9,2018-01-29,21.92
9,2018-01-30,23.74
9,2018-01-31,14.49
9,2018-02-01,27.78
9,2018-02-02,23.31
9,2018-02-03,14.3
9,2018-02-04,21.54
9,2018-02-05,24.54
9,2018-02-06,20.99
9,2018-02-07,25.26
9,2018-02-08,23.74
9,2018-02-09,21.51
9,2018-02-10,17.87
9,2018-02-11,18.43
9,2018-02-12,19.58
9,2018-02-13,22.94
9,2018-02-14,19.46
9,2018-02-15,21.21
9,2018-02-16,23.15
9,2018-02-17,10.6
9,2018-02-18,15.73
9,2018-02-19,23.54
9,2018-02-20,17.74
9,2018-02-21,13.41
9,2018-02-22,14.94
9,2018-02-23,15.32
9,2018-02-24,16.81
9,2018-02-25,19.26
9,2018-02-26,28.02
9,2018-02-27,20.05
9,2018-02-28,10.47
9,2018-03-01,13.13
9,2018-03-02,14.42
9,2018-03-03,16.8
9,2018-03-04,13.72
9,2018-03-05,12.26
9,2018-03-06,21.76
9,2018-03-07,17.77
9,2018-03-08,18.31
9,2018-03-09,14.39
9,2018-03-10,18.99
9,2018-03-11,12.23
9,2018-03-12,13.74
9,2018-03-13,14.45
9,2018-03-14,19.44
9,2018-03-15,20.15
9,2018-03-16,11.74
9,2018-03-17,10.86
9,2018-03-18,6.24
9,2018-03-19,14.99
9,2018-03-20,12.68
9,2018-03-21,15.63
9,2018-03-22,19.97
9,2018-03-23,18.56
9,2018-03-24,13.42
9,2018-03-25,20.36
9,2018-03-26,29.06
9,2018-03-27,28.82
9,2018-03-28,20.59
9,2018-03-29,13.96
9,2018-03-30,1.85
9,2018-04-02,12.44
9,2018-04-03,12.57
9,2018-04-04,9.18
9,2018-04-05,8.42
9,2018-04-06,16.81
9,2018-04-07,8.91
9,2018-04-08,10.23
9,2018-04-09,15.63
9,2018-04-10,20.11
9,2018-04-11,10.72
9,2018-04-12,11.86
9,2018-04-13,10.81
9,2018-04-14,10.21
9,2018-04-15,11.19
9,2018-04-16,20.37
9,2018-04-17,11.5
9,2018-04-18,12.28
9,2018-04-19,11.2
9,2018-04-20,12.07
9,2018-04-21,9.75
9,2018-04-22,16.81
9,2018-04-23,17.72
9,2018-04-24,12.03
9,2018-04-25,15.39
9,2018-04-26,18.4
9,2018-04-27,18.67
9,2018-04-28,11.68
9,2018-04-29,9.32
9,2018-04-30,7.21
9,2018-05-01,8.28
9,2018-05-02,11.94
9,2018-05-03,8.89
