Buy Ts,Revenue,Uid
2017-10-28 14:37:00,6.11,17573107089274160983
2017-10-28 14:44:00,6.11,4567760201885655921
2017-10-28 14:49:00,7.94,16036340039024934906
2017-10-28 14:51:00,48.89,9514356475499725384
2017-10-28 15:03:00,2.14,363621792237713174
2017-10-28 15:07:00,0.98,7076286784681416557
2017-10-28 15:35:00,3.3,7513829652116930207
2017-10-28 15:38:00,3.67,12499197733823029270
2017-10-28 15:44:00,2.14,18387411136286487173
2017-10-28 16:10:00,3.3,2269238632962783478
2017-10-28 16:15:00,0.92,1836391900907396814
2017-10-28 16:17:00,1.67,8748133127951370091
2017-10-28 16:26:00,3.05,6956625979254387485
2017-10-28 16:26:00,0.92,14738175900376152079
2017-10-28 16:40:00,2.0,6947768881090887900
2017-10-28 16:46:00,5.8,3154374786295724487
2017-10-28 16:50:00,1.87,9132059792415741751
2017-10-28 16:55:00,0.98,15358483531863303341
2017-10-28 16:57:00,1.22,108169171510376080
2017-10-28 16:59:00,1.47,3421032924711308269
2017-10-28 17:01:00,0.61,4183164018699270285
2017-10-28 17:40:00,1.22,1225916960190780639
2017-10-28 17:46:00,4.28,11861381000837416054
2017-10-28 18:12:00,1.22,8685006770148990259
2017-10-28 18:16:00,15.89,16036340039024934906
2017-10-28 18:28:00,6.11,8765563209358616707
2017-10-28 18:34:00,3.05,9444218862802414667
2017-10-28 18:48:00,1.53,2638481585063299152
2017-10-28 18:50:00,1.53,688365120669888004
2017-10-28 19:05:00,2.32,4920922030207703215
2017-10-28 19:07:00,36.67,18249600448367087246
2017-10-28 19:07:00,2.44,15209172361273532179
2017-10-28 19:09:00,1.22,12445619152806728085
2017-10-28 19:16:00,1.53,16007536194108375387
2017-10-28 19:19:00,1.83,2344130227652686166
2017-10-28 19:25:00,0.83,458046032361337415
2017-10-28 19:33:00,5.38,11500457372324469369
2017-10-28 20:01:00,3.89,7636417116460099198
2017-10-28 20:05:00,22.0,15078910533665096966
2017-10-28 20:11:00,0.61,14913742919421520892
2017-10-28 20:14:00,2.44,134858663393458784
2017-10-28 20:19:00,1.65,14874149011088348595
2017-10-28 20:40:00,2.08,4428482928085636621
2017-10-28 20:45:00,3.05,14906591405242620336
2017-10-28 20:52:00,3.05,4046600679198645125
2017-10-28 20:52:00,0.98,16797942712150369258
2017-10-28 20:58:00,0.61,9873903959553857545
2017-10-28 20:59:00,3.05,3263486045884611639
2017-10-28 21:01:00,6.6,18343484560058756858
2017-10-28 21:03:00,1.34,16517166828662031547
2017-10-28 21:08:00,1.34,1166620420193624476
2017-10-28 21:11:00,1.53,9870937177887288951
2017-10-28 21:15:00,1.22,12445619152806728085
2017-10-28 21:29:00,6.11,9197922921341262758
2017-10-28 21:32:00,12.22,18126762231082617774
2017-10-28 21:40:00,0.55,170958758627002135
2017-10-28 21:48:00,6.11,4959170266645377436
2017-10-28 21:57:00,2.2,16557669735951036875
2017-10-28 22:01:00,3.05,15356762503229748183
2017-10-28 22:05:00,0.49,13744846600581013437
2017-10-28 22:06:00,1.59,5240315244101447803
2017-10-28 22:59:00,29.33,1668300487562478408
2017-10-28 22:59:00,4.58,2909623782188171760
2017-10-28 23:03:00,1.71,1482830147509553750
2017-10-28 23:03:00,3.67,5713329938482661374
2017-10-28 23:22:00,1.71,1482830147509553750
2017-10-28 23:32:00,2.44,14874149011088348595
2017-10-28 23:34:00,3.05,17560985200007809032
2017-10-28 23:44:00,21.39,10082495365971099037
2017-10-28 23:49:00,6.72,146277125196634138
2017-10-28 23:49:00,1.34,705102964713166147
2017-10-29 00:03:00,7.33,9247519520182928158
2017-10-29 00:08:00,3.67,6412729376283981954
2017-10-29 00:19:00,5.5,5787045282939833562
2017-10-29 00:46:00,5.5,13489722927786807985
2017-10-29 01:16:00,1.37,5501704128347079968
2017-10-29 01:16:00,4.89,9555655997694721976
2017-10-29 01:47:00,6.72,15122711847094194340
2017-10-29 01:48:00,3.05,14281562581068521071
2017-10-29 02:25:00,6.11,9555655997694721976
2017-10-29 03:46:00,2.69,8910078253443852631
2017-10-29 04:48:00,2.44,10098899618544084444
2017-10-29 04:59:00,2.44,9681904193085820757
2017-10-29 06:18:00,2.08,1715401216013324838
2017-10-29 07:12:00,4.28,2211853126862863320
2017-10-29 09:00:00,1.04,1715401216013324838
2017-10-29 09:12:00,3.67,1562545443573555745
2017-10-29 09:18:00,16.5,5144819356434972483
2017-10-29 09:27:00,3.05,3444801976593387437
2017-10-29 09:56:00,2.81,6294347488145611452
2017-10-29 10:02:00,5.13,12404611066634618257
2017-10-29 10:21:00,12.22,874961817446261386
2017-10-29 10:28:00,3.67,10798967911378921617
2017-10-29 10:50:00,2.75,5674785054676368748
2017-10-29 10:51:00,3.3,10935211612281961411
2017-10-29 10:52:00,3.05,1891294697619641520
2017-10-29 10:56:00,1.83,5812092560873830364
2017-10-29 11:00:00,1.1,16240384944107284554
2017-10-29 11:00:00,1.47,17042781501187057649
2017-10-29 11:12:00,1.22,1359469357131785506
2017-10-29 11:12:00,1.1,9701513228214998500
2017-10-29 11:19:00,6.11,15933416429920082454
2017-10-29 11:26:00,24.44,4126467397657694871
2017-10-29 11:28:00,3.05,7262033163220136597
2017-10-29 11:33:00,3.05,5813275279928460700
2017-10-29 11:43:00,6.11,5470107737065241667
2017-10-29 11:51:00,2.14,18090341882110791555
2017-10-29 11:54:00,4.03,15405672462909929046
2017-10-29 11:57:00,9.17,1062572271232098920
2017-10-29 12:02:00,0.24,1816242688607395575
2017-10-29 12:07:00,2.38,6731421022966725351
2017-10-29 12:10:00,0.24,9237951752216053928
2017-10-29 12:26:00,0.24,9237951752216053928
2017-10-29 12:28:00,2.2,16240384944107284554
2017-10-29 12:28:00,6.06,9947582691805981531
2017-10-29 12:29:00,1.83,8181984473500831812
2017-10-29 12:29:00,11.0,16326422645433487398
2017-10-29 12:36:00,7.64,2020848755629279627
2017-10-29 12:41:00,0.76,1165570945585293517
2017-10-29 12:46:00,0.98,6731421022966725351
2017-10-29 12:48:00,1.59,5894138436147686046
2017-10-29 12:53:00,4.17,4117456731694811905
2017-10-29 12:54:00,0.18,3666960538144637437
2017-10-29 13:06:00,2.2,2764499000377852396
2017-10-29 13:16:00,9.78,14186196334831810240
2017-10-29 13:17:00,1.71,4949988059571762339
2017-10-29 13:18:00,14.67,1681085094571571163
2017-10-29 13:25:00,10.39,17417957512078240260
2017-10-29 13:28:00,4.28,4229389162964649307
2017-10-29 13:30:00,0.37,12856039024693557277
2017-10-29 13:35:00,1.47,15057085782712050726
2017-10-29 13:40:00,5.87,11776346072473016211
2017-10-29 14:03:00,5.5,3644482766749211722
2017-10-29 14:03:00,9.77,5782425736819051554
2017-10-29 14:08:00,1.83,12176000976206968963
2017-10-29 14:09:00,1.1,16543319155693276555
2017-10-29 14:18:00,5.38,11920452646463905188
2017-10-29 14:37:00,1.22,13156684819812291211
2017-10-29 14:43:00,0.92,11636453869941273178
2017-10-29 14:44:00,1.53,8956430612599420926
2017-10-29 14:48:00,10.33,2145158890745165433
2017-10-29 14:50:00,2.14,6342265254701897909
2017-10-29 14:53:00,15.64,4184090823892474305
2017-10-29 14:56:00,3.67,8640913707025690173
2017-10-29 14:58:00,4.28,9486656761408645061
2017-10-29 14:59:00,2.02,1333336682876767790
2017-10-29 15:01:00,1.1,15282708532343656148
2017-10-29 15:15:00,0.85,910505629473886844
2017-10-29 15:25:00,1.04,5108420711642579855
2017-10-29 15:26:00,4.58,10923203662723177219
2017-10-29 15:35:00,3.67,11920452646463905188
2017-10-29 15:40:00,2.44,17227431051439344562
2017-10-29 15:47:00,3.05,3023468597385487484
2017-10-29 15:52:00,6.6,5456799344187060356
2017-10-29 15:59:00,3.05,8967663284553585966
2017-10-29 16:14:00,0.3,5581627979297734552
2017-10-29 17:00:00,11.0,9206813555451620681
2017-10-29 17:14:00,6.11,16079042513080436968
2017-10-29 17:17:00,0.92,7905631629568234559
2017-10-29 17:28:00,6.11,6731421022966725351
2017-10-29 17:37:00,8.55,3264650507072602283
2017-10-29 17:52:00,6.72,15122711847094194340
2017-10-29 17:58:00,1.95,7303230612059292330
2017-10-29 17:58:00,1.83,13148125100499462112
2017-10-29 18:07:00,6.11,4664167397050851906
2017-10-29 18:14:00,5.38,16596950553678576383
2017-10-29 18:19:00,14.67,6628296401123928257
2017-10-29 18:25:00,6.11,4286583686420015935
2017-10-29 18:33:00,2.44,13920883015984980893
2017-10-29 18:35:00,11.0,6646656947500973660
2017-10-29 18:38:00,1.83,2699521061792569583
2017-10-29 18:39:00,0.83,6703423778561050599
2017-10-29 18:40:00,1.53,13517384517327598100
2017-10-29 18:45:00,2.0,505470921917780909
2017-10-29 19:59:00,18.33,874961817446261386
2017-10-29 20:19:00,2.2,13130749404941666409
2017-10-29 20:19:00,2.69,7169714812948867426
2017-10-29 20:24:00,1.1,1213703438347404669
2017-10-29 20:49:00,2.93,11776346072473016211
2017-10-29 20:58:00,1.1,16793207752268574793
2017-10-29 20:59:00,3.05,6838697510349769649
2017-10-29 21:04:00,4.89,14948239324784388891
2017-10-29 21:08:00,0.61,4741630619109794130
2017-10-29 21:11:00,1.83,1870322605358073685
2017-10-29 21:24:00,2.44,11726689137725433159
2017-10-29 21:26:00,6.11,5102423783844600694
2017-10-29 21:33:00,4.28,14846794231019426638
2017-10-29 21:37:00,2.32,12227566217740609993
2017-10-29 21:39:00,3.05,6246058629109250981
2017-10-29 21:45:00,5.87,6679499580877419217
2017-10-29 21:57:00,0.89,5803155624145199786
2017-10-29 22:04:00,3.36,13598243515451672952
2017-10-29 22:08:00,3.67,10448636927721240360
2017-10-29 22:09:00,4.89,9041447444530771330
2017-10-29 22:11:00,3.67,16999276705016779264
2017-10-29 22:26:00,2.78,2198228504595709730
2017-10-29 22:37:00,1.53,11750325062450783698
2017-10-29 22:39:00,2.44,13613708567351168126
2017-10-29 22:45:00,1.83,18124801866878065945
2017-10-29 23:11:00,6.11,5774052544195858498
2017-10-29 23:20:00,1.34,4770729897148222459
2017-10-29 23:21:00,4.89,3869100741261531231
2017-10-29 23:44:00,2.2,5109037292089011047
2017-10-29 23:50:00,1.22,3744039747521214094
2017-10-30 00:10:00,6.11,641488760882016871
2017-10-30 00:27:00,5.13,146277125196634138
2017-10-30 00:37:00,7.78,4394506233053867282
2017-10-30 01:16:00,1.53,17785189393829428486
2017-10-30 01:22:00,4.28,17686151873866323775
2017-10-30 01:54:00,0.24,8259580450133674391
2017-10-30 02:13:00,3.05,944435251235125428
2017-10-30 02:15:00,12.22,2986103498293598253
2017-10-30 03:39:00,0.61,16376339416113721636
2017-10-30 07:52:00,1.34,10706227230225087954
2017-10-30 08:06:00,1.83,14678381562744197864
2017-10-30 08:21:00,4.89,14499425960012415570
2017-10-30 08:29:00,2.08,5191427395028776368
2017-10-30 08:46:00,1.47,9796804953074065501
2017-10-30 08:53:00,8.55,17785248386896842883
2017-10-30 08:58:00,0.73,7405835621261885575
2017-10-30 09:00:00,2.44,18024310145178444655
2017-10-30 09:15:00,2.22,11443943084767109059
2017-10-30 09:21:00,3.05,5723959761876756964
2017-10-30 09:28:00,1.53,9824916794992846743
2017-10-30 09:29:00,1.22,3263486045884611639
2017-10-30 09:30:00,3.67,6719983807781329386
2017-10-30 09:45:00,0.73,15003763346730967124
2017-10-30 09:47:00,3.05,16460151397297623196
2017-10-30 09:48:00,2.2,6004691632216261481
2017-10-30 10:15:00,1.34,8211180112370244213
2017-10-30 10:18:00,11.0,17407159250945326943
2017-10-30 10:26:00,2.44,6260613453288514807
2017-10-30 10:40:00,1.22,17855698483359346774
2017-10-30 10:46:00,1.34,4848632341703918852
2017-10-30 10:47:00,2.75,6660338984413057828
2017-10-30 10:58:00,6.42,9762428806985075297
2017-10-30 11:03:00,4.4,10116135452198588850
2017-10-30 11:16:00,12.65,11920452646463905188
2017-10-30 11:20:00,1.22,5280951812981977771
2017-10-30 11:21:00,2.44,13105386508120239016
2017-10-30 11:22:00,4.03,4848632341703918852
2017-10-30 11:23:00,4.03,17614746350335997802
2017-10-30 11:25:00,4.64,7729025177321604490
2017-10-30 11:26:00,8.55,16847283008961304877
2017-10-30 11:41:00,1.34,6214823768250553072
2017-10-30 11:42:00,1.47,16714245379931971221
2017-10-30 11:43:00,2.75,18093009625371206074
2017-10-30 11:45:00,2.44,5685905719765350128
2017-10-30 11:54:00,3.05,7191369566745256616
2017-10-30 11:54:00,4.52,4574226027381152462
2017-10-30 11:59:00,3.42,8139022135298460750
2017-10-30 12:11:00,11.11,17395379177446392153
2017-10-30 12:16:00,3.05,5772567156757281992
2017-10-30 12:42:00,3.05,15181987122856958353
2017-10-30 12:47:00,1.53,4090229884816048197
2017-10-30 12:54:00,1.47,60530215646599706
2017-10-30 12:57:00,11.11,17395379177446392153
2017-10-30 13:00:00,1.4,1887458973400503579
2017-10-30 13:01:00,4.89,10116135452198588850
2017-10-30 13:03:00,31.17,3327956784035411061
2017-10-30 13:04:00,5.07,11920452646463905188
2017-10-30 13:20:00,0.37,13974441165144872328
2017-10-30 13:21:00,4.52,4574226027381152462
2017-10-30 13:21:00,7.39,12792404426042448449
2017-10-30 13:23:00,2.2,13427882125705618329
2017-10-30 13:25:00,1.83,7016201928546448082
2017-10-30 13:27:00,19.8,10702734710766207173
2017-10-30 13:29:00,2.69,11920452646463905188
2017-10-30 13:42:00,4.89,3644482766749211722
2017-10-30 13:53:00,22.0,16843282000229021976
2017-10-30 13:55:00,1.4,9901619066202847528
2017-10-30 13:55:00,1.53,18169886092238989381
2017-10-30 13:59:00,1.83,15079629239763850892
2017-10-30 14:03:00,3.05,13183648741508559255
2017-10-30 14:04:00,4.22,1887458973400503579
2017-10-30 14:04:00,2.2,17278624525251390655
2017-10-30 14:12:00,8.55,16847283008961304877
2017-10-30 14:24:00,3.67,10498736561025427746
2017-10-30 14:25:00,1.4,9901619066202847528
2017-10-30 14:27:00,3.05,16026224123270935470
2017-10-30 14:28:00,1.4,2135751370789826485
2017-10-30 14:35:00,1.22,18371932211135529796
2017-10-30 14:40:00,0.85,5630934450720473289
2017-10-30 14:45:00,3.54,11081399123982901399
2017-10-30 14:47:00,8.25,12267514537552785455
2017-10-30 15:10:00,3.05,13152521102215084628
2017-10-30 15:21:00,0.73,10766396663409155583
2017-10-30 15:26:00,4.28,6138378732699520015
2017-10-30 15:29:00,1.53,13227137822502047126
2017-10-30 15:33:00,2.44,12792404426042448449
2017-10-30 15:34:00,22.0,16843282000229021976
2017-10-30 15:35:00,14.67,4104764074429922686
2017-10-30 15:45:00,1.22,18160398998749529152
2017-10-30 15:48:00,2.81,5487551347537690978
2017-10-30 15:58:00,1.22,18371932211135529796
2017-10-30 16:01:00,2.44,12267514537552785455
2017-10-30 16:01:00,2.69,1165570945585293517
2017-10-30 16:07:00,48.89,2145158890745165433
2017-10-30 16:08:00,8.55,8539015707073391293
2017-10-30 16:09:00,7.64,8280887203497050187
2017-10-30 16:19:00,18.33,13517251505136503784
2017-10-30 16:24:00,1.22,15719758610112213908
2017-10-30 16:27:00,3.67,9724830071592008636
2017-10-30 16:28:00,1.1,9740730983316372708
2017-10-30 16:30:00,18.33,13517251505136503784
2017-10-30 16:30:00,1.83,2136943652639816122
2017-10-30 16:30:00,0.85,5630934450720473289
2017-10-30 16:37:00,2.44,15101777813559935247
2017-10-30 16:37:00,21.39,6731421022966725351
2017-10-30 16:38:00,1.22,5139615590553126732
2017-10-30 16:52:00,24.44,13400992229810227318
2017-10-30 16:53:00,2.38,4841952887814926992
2017-10-30 17:06:00,3.05,13623676665740681841
2017-10-30 17:09:00,2.32,4023025397600925623
2017-10-30 17:25:00,0.49,8622423329978425397
2017-10-30 17:38:00,1.53,3876587144473739020
2017-10-30 17:42:00,1.4,3101488992492354381
2017-10-30 17:43:00,1.71,14567367368690425986
2017-10-30 17:58:00,24.44,10475292998328452204
2017-10-30 18:01:00,7.33,10186307326424153284
2017-10-30 18:01:00,3.05,9805313803118335317
2017-10-30 18:06:00,1.83,11920452646463905188
2017-10-30 18:14:00,7.94,11438008352081066222
2017-10-30 18:17:00,8.55,5566286787146524100
2017-10-30 18:24:00,3.05,9276740164380779116
2017-10-30 18:36:00,9.17,13674268171086689845
2017-10-30 18:37:00,12.83,3263486045884611639
2017-10-30 18:38:00,4.28,15740083548139387752
2017-10-30 18:48:00,3.52,5391777490739064737
2017-10-30 19:03:00,2.14,9340922498837367418
2017-10-30 19:32:00,0.61,17510319474732949340
2017-10-30 19:39:00,13.93,14337275953295099428
2017-10-30 19:59:00,14.67,38113786313418760
2017-10-30 19:59:00,0.67,7842467932375363190
2017-10-30 20:04:00,4.28,653340783996405447
2017-10-30 20:07:00,2.44,12801251332645706240
2017-10-30 20:08:00,6.11,3159857168399631905
2017-10-30 20:15:00,2.81,3357748128824130767
2017-10-30 20:15:00,2.22,6326598450424269328
2017-10-30 20:16:00,2.69,7124623800034896635
2017-10-30 20:19:00,15.89,12052709929540858692
2017-10-30 20:54:00,0.98,15557213651521635140
2017-10-30 20:54:00,3.67,10612638855035012914
2017-10-30 21:02:00,0.98,3655481677252991354
2017-10-30 21:12:00,2.44,12715530374595272444
2017-10-30 21:25:00,2.22,6326598450424269328
2017-10-30 21:36:00,8.55,17497551775735148881
2017-10-30 21:39:00,3.67,14577908722487786607
2017-10-30 21:49:00,1.95,14802890753741610025
2017-10-30 21:51:00,0.67,11752011325194854645
2017-10-30 21:52:00,0.73,15752104426732039344
2017-10-30 21:54:00,7.09,2196756077565189144
2017-10-30 21:56:00,1.83,6051414035013855657
2017-10-30 21:57:00,5.5,12335397020275727221
2017-10-30 22:10:00,2.84,9901619066202847528
2017-10-30 22:11:00,2.44,8549015856385640576
2017-10-30 22:12:00,6.72,2882990276249434066
2017-10-30 22:20:00,2.22,6326598450424269328
2017-10-30 22:30:00,1.83,5028296716427115165
2017-10-30 22:44:00,1.22,15872346678356293826
2017-10-30 22:46:00,3.05,2420936041341208525
2017-10-30 22:47:00,1.1,15706705524597907064
2017-10-30 22:51:00,0.85,4625395209903784872
2017-10-30 22:56:00,2.44,2607894987576387783
2017-10-30 23:09:00,24.44,17583529057623696137
2017-10-30 23:15:00,4.15,13505260302907708909
2017-10-30 23:18:00,3.42,7026961478118976331
2017-10-30 23:18:00,2.44,2895308673439180692
2017-10-30 23:23:00,2.13,80520038327927363
2017-10-30 23:26:00,2.67,16533679204886126101
2017-10-30 23:40:00,1.83,2693870059846137412
2017-10-30 23:40:00,6.72,16713801951122540697
2017-10-30 23:46:00,1.47,9433603813521452266
2017-10-30 23:49:00,2.81,3574236190961260969
2017-10-30 23:51:00,4.89,8333229279882023303
2017-10-30 23:55:00,6.11,8755584708020141414
2017-10-31 00:01:00,4.17,2607142491803613956
2017-10-31 00:09:00,2.14,459488037909056628
2017-10-31 00:14:00,4.28,2654865455795923808
2017-10-31 00:51:00,2.44,8743427045578634694
2017-10-31 00:56:00,12.22,13353233556037415364
2017-10-31 01:01:00,12.22,5430750461197310206
2017-10-31 01:24:00,8.55,1844046570534241123
2017-10-31 01:31:00,4.28,14948239324784388891
2017-10-31 01:35:00,12.47,5152607903133432975
2017-10-31 02:16:00,2.75,13596221371441143698
2017-10-31 08:09:00,5.22,12482518978263426565
2017-10-31 08:26:00,12.22,14978094361456276351
2017-10-31 08:27:00,4.28,5305411348745766437
2017-10-31 08:42:00,2.81,16400439151366134195
2017-10-31 08:51:00,11.61,12248474283047254971
2017-10-31 08:55:00,4.15,15532758646399689201
2017-10-31 09:37:00,2.2,6004691632216261481
2017-10-31 09:41:00,5.55,1233992376806468835
2017-10-31 09:50:00,2.75,17650525968961783659
2017-10-31 09:51:00,4.89,15597372614086949464
2017-10-31 10:03:00,1.22,13888768466495639548
2017-10-31 10:11:00,2.44,10430008028521897725
2017-10-31 10:25:00,3.05,5039849262284056772
2017-10-31 10:25:00,2.03,15666460942461198115
2017-10-31 10:27:00,8.55,7148258082183213120
2017-10-31 10:39:00,18.33,11626589845505559803
2017-10-31 10:40:00,1.34,3655481677252991354
2017-10-31 10:41:00,1.83,9378139656307612300
2017-10-31 10:43:00,3.85,3492825226713786880
2017-10-31 10:46:00,3.05,14429120231594347430
2017-10-31 10:51:00,4.89,17008574104358178034
2017-10-31 10:55:00,14.67,5143835512976831620
2017-10-31 11:04:00,8.55,17377546289560474746
2017-10-31 11:05:00,1.83,2276755474897127212
2017-10-31 11:10:00,3.05,148238125118746584
2017-10-31 11:13:00,1.05,6233659191271818648
2017-10-31 11:13:00,3.05,8049105132927085982
2017-10-31 11:15:00,10.08,13176208800424708113
2017-10-31 11:20:00,2.08,12245639263294720921
2017-10-31 11:24:00,4.52,7684968522964059287
2017-10-31 11:28:00,3.05,13027604529721350721
2017-10-31 11:36:00,5.5,17165675825893713069
2017-10-31 11:38:00,0.61,12346024829641676847
2017-10-31 11:42:00,2.75,11615347359172913022
2017-10-31 11:44:00,1.71,7889783905914187820
2017-10-31 11:44:00,6.72,3385697054581566722
2017-10-31 11:45:00,1.83,915500891470514482
2017-10-31 11:47:00,6.35,12660812686186047289
2017-10-31 11:48:00,2.69,16482717053598502389
2017-10-31 12:23:00,1.83,10116135452198588850
2017-10-31 12:23:00,3.67,10815181005118763869
2017-10-31 12:26:00,1.22,9505125140352579698
2017-10-31 12:30:00,4.28,10216778731155151630
2017-10-31 12:31:00,1.83,5988724862521993135
2017-10-31 12:37:00,2.11,2215756727387029062
2017-10-31 12:49:00,0.67,15666460942461198115
2017-10-31 12:52:00,3.3,3121065341872657476
2017-10-31 12:52:00,3.79,6540508979657328715
2017-10-31 12:53:00,2.81,7337728156372133827
2017-10-31 13:00:00,1.59,3332237896154350814
2017-10-31 13:00:00,4.58,5253414591477934836
2017-10-31 13:03:00,1.22,10650716168396886812
2017-10-31 13:04:00,1.1,17714370299329219590
2017-10-31 13:05:00,4.28,3768003890032778812
2017-10-31 13:07:00,9.78,9387706611667293932
2017-10-31 13:12:00,27.5,7241987559206396236
2017-10-31 13:20:00,3.05,2134038345949715465
2017-10-31 13:22:00,8.55,1844046570534241123
2017-10-31 13:27:00,2.44,7287524622054674280
2017-10-31 13:43:00,1.83,10116135452198588850
2017-10-31 13:44:00,1.1,14271743639421169682
2017-10-31 13:50:00,2.44,9892645580754361675
2017-10-31 13:53:00,0.21,6772396441698147746
2017-10-31 14:03:00,8.8,817945012283480559
2017-10-31 14:03:00,2.81,12985344342149335994
2017-10-31 14:03:00,1.1,3198056897032382560
2017-10-31 14:04:00,3.67,4184225388781595385
2017-10-31 14:05:00,18.33,8780947967533999639
2017-10-31 14:15:00,3.67,6731421022966725351
2017-10-31 14:16:00,8.55,1844046570534241123
2017-10-31 14:16:00,1.53,13774155638617831954
2017-10-31 14:25:00,18.33,18157235023483351816
2017-10-31 14:28:00,1.34,5685905719765350128
2017-10-31 14:49:00,2.81,9687040112136778922
2017-10-31 14:53:00,3.05,9796804953074065501
2017-10-31 14:54:00,1.4,14039873667833329976
2017-10-31 14:57:00,2.57,13699659887783060158
2017-10-31 15:06:00,3.42,7026961478118976331
2017-10-31 15:14:00,18.33,4847115287923343242
2017-10-31 15:14:00,0.92,11551776448776604135
2017-10-31 15:16:00,4.89,3605713532392784484
2017-10-31 15:17:00,7.33,2389263279419721450
2017-10-31 15:26:00,0.55,6572364432886317482
2017-10-31 15:27:00,1.83,7568199812782911969
2017-10-31 15:28:00,9.78,9338507891549321417
2017-10-31 15:30:00,5.5,15030154214317114984
2017-10-31 15:37:00,0.61,6988526642156215386
2017-10-31 15:44:00,2.75,15609517763751278969
2017-10-31 15:51:00,5.5,8632810496880662367
2017-10-31 15:53:00,1.83,13144386945409557438
2017-10-31 15:54:00,3.42,16173578232179725980
2017-10-31 15:59:00,1.34,14360174191055274601
2017-10-31 16:09:00,4.28,15244144647503589743
2017-10-31 16:18:00,2.44,10351741032120219001
2017-10-31 16:27:00,18.33,18157235023483351816
2017-10-31 16:34:00,1.47,13387530751136642835
2017-10-31 16:34:00,1.83,15204494761782189189
2017-10-31 16:45:00,30.55,11648837948138669962
2017-10-31 16:47:00,2.81,6776765399850072119
2017-10-31 16:51:00,2.44,18371932211135529796
2017-10-31 16:58:00,2.08,5047220442390931875
2017-10-31 16:59:00,2.2,6008988565408995245
2017-10-31 17:20:00,5.19,15211229669827440609
2017-10-31 17:37:00,7.33,12559194807228333926
2017-10-31 17:38:00,2.81,11117112830922334188
2017-10-31 17:42:00,2.81,9687040112136778922
2017-10-31 17:44:00,2.75,11418188733573075371
2017-10-31 17:48:00,4.28,5139615590553126732
2017-10-31 17:51:00,1.22,16397274818700521528
2017-10-31 17:54:00,0.49,7869915773701605312
2017-10-31 18:06:00,29.33,6814357892892169698
2017-10-31 18:08:00,1.83,17155960904320688241
2017-10-31 18:15:00,22.0,10769800454518550812
2017-10-31 18:17:00,11.61,290179323444582681
2017-10-31 18:21:00,4.17,8043196579215682655
2017-10-31 18:32:00,2.67,5078226466809567459
2017-10-31 18:37:00,2.44,9839558847603765225
2017-10-31 18:38:00,2.2,3759566652082359939
2017-10-31 18:43:00,0.67,3847390805801556606
2017-10-31 18:47:00,3.67,17529309658007987521
2017-10-31 18:49:00,3.85,1194066676181636272
2017-10-31 18:55:00,2.44,7400211533076146790
2017-10-31 18:59:00,3.91,15043458693981450538
2017-10-31 19:03:00,0.92,9389947935056664336
2017-10-31 19:05:00,3.67,8351360365114203480
2017-10-31 19:13:00,1.83,247851286637643790
2017-10-31 19:19:00,4.58,12777554135586093116
2017-10-31 19:35:00,3.67,3430018853725293631
2017-10-31 19:52:00,8.07,8211180112370244213
2017-10-31 20:02:00,14.67,15406800065119180357
2017-10-31 20:08:00,1.83,10499926766086831605
2017-10-31 20:12:00,2.75,17787779161233636523
2017-10-31 20:15:00,1.47,6376981072725350371
2017-10-31 20:40:00,1.22,4098412296762158948
2017-10-31 20:42:00,2.11,7241800382209370494
2017-10-31 20:51:00,4.15,2030438848898987420
2017-10-31 20:51:00,1.22,4098412296762158948
2017-10-31 20:52:00,20.78,15239488130214522285
2017-10-31 20:58:00,1.53,9196085510245374826
2017-10-31 21:02:00,9.17,14775556297012766849
2017-10-31 21:22:00,2.2,16033443681002387913
2017-10-31 21:28:00,17.11,6905196404482778586
2017-10-31 21:38:00,36.67,12780042542370479493
2017-10-31 21:49:00,9.17,3190294299303850023
2017-10-31 21:51:00,12.22,5022630826667948849
2017-10-31 21:51:00,3.05,17613113358726895081
2017-10-31 21:53:00,8.55,1661553037986129422
2017-10-31 21:54:00,1.52,10003858247064282365
2017-10-31 22:03:00,4.28,7985850755819014732
2017-10-31 22:09:00,2.44,6467759341340582455
2017-10-31 22:12:00,1.04,16999342152506795979
2017-10-31 22:13:00,6.11,13594822652563083572
2017-10-31 22:22:00,3.05,1288441939487009234
2017-10-31 22:23:00,0.92,14620788910959189063
2017-10-31 22:33:00,1.53,4321409009145962104
2017-10-31 22:33:00,1.22,5298452712810939311
2017-10-31 22:39:00,0.37,381377055604611721
2017-10-31 22:41:00,5.38,12245232914523405154
2017-10-31 22:42:00,1.04,11786853530503866768
2017-10-31 22:45:00,1.22,5143908295428833386
2017-10-31 22:54:00,4.4,18199041680435739997
2017-10-31 22:56:00,25.67,13774155638617831954
2017-10-31 22:56:00,4.64,9223707061355654945
2017-10-31 23:05:00,2.08,1351284159601205555
2017-10-31 23:27:00,8.55,1844046570534241123
2017-10-31 23:28:00,3.05,16046405154208602990
2017-10-31 23:36:00,2.44,5543712796047531252
2017-10-31 23:44:00,2.53,3876587144473739020
2017-10-31 23:44:00,1.4,7835171303614033180
2017-11-01 00:07:00,2.14,820679401690803923
2017-11-01 00:15:00,3.3,37484889130486558
2017-11-01 00:33:00,0.92,17736999159387248387
2017-11-01 00:37:00,1.83,2829438081306410625
2017-11-01 01:00:00,1.22,12140873591922235603
