id,user_id,session_date,mb_used
1031_275,1031,2018-09-02,0.0
1031_279,1031,2018-12-05,413.73
1031_282,1031,2018-07-18,0.0
1031_283,1031,2018-11-19,121.03
1031_286,1031,2018-11-01,539.06
1031_289,1031,2018-08-13,132.23
1031_292,1031,2018-08-15,763.66
1031_293,1031,2018-10-02,687.85
1031_294,1031,2018-12-22,410.17
1031_298,1031,2018-12-18,306.52
1031_299,1031,2018-08-26,333.99
1031_300,1031,2018-10-09,370.29
1031_306,1031,2018-10-31,588.57
1031_309,1031,2018-09-03,0.0
1031_310,1031,2018-11-09,502.96
1031_311,1031,2018-11-17,0.0
1031_312,1031,2018-09-26,293.82
1031_313,1031,2018-10-20,288.65
1031_314,1031,2018-12-16,291.74
1031_315,1031,2018-07-28,94.93
1031_316,1031,2018-09-01,845.23
1031_320,1031,2018-08-05,0.0
1031_321,1031,2018-11-14,481.07
1031_322,1031,2018-10-17,472.82
1031_327,1031,2018-09-06,82.23
1031_329,1031,2018-10-19,781.7
1031_333,1031,2018-09-18,67.98
1031_339,1031,2018-11-03,0.0
1031_340,1031,2018-12-31,518.52
1031_344,1031,2018-12-05,786.16
1031_347,1031,2018-09-26,0.0
1031_348,1031,2018-11-09,504.02
1031_351,1031,2018-10-25,1064.13
1031_352,1031,2018-12-27,584.97
1031_354,1031,2018-08-28,697.42
1031_355,1031,2018-12-18,741.35
1031_360,1031,2018-08-26,34.48
1031_361,1031,2018-08-22,281.11
1031_369,1031,2018-08-18,282.43
1031_370,1031,2018-09-21,0.0
1031_371,1031,2018-09-18,153.79
1031_372,1031,2018-10-01,785.58
1031_373,1031,2018-12-19,183.24
1031_375,1031,2018-07-30,200.78
1031_376,1031,2018-08-26,354.33
1031_379,1031,2018-12-20,489.58
1031_381,1031,2018-10-15,0.0
1031_382,1031,2018-07-29,168.2
1031_383,1031,2018-08-23,571.57
1031_385,1031,2018-08-09,323.58
1031_386,1031,2018-08-01,246.68
1031_387,1031,2018-11-09,151.68
1031_388,1031,2018-10-19,392.34
1031_389,1031,2018-09-10,0.0
1031_391,1031,2018-11-28,429.47
1031_393,1031,2018-09-15,0.0
1031_394,1031,2018-11-27,585.12
1031_397,1031,2018-07-25,600.22
1031_399,1031,2018-09-05,544.59
1031_400,1031,2018-07-19,866.45
1031_401,1031,2018-10-10,122.3
1031_402,1031,2018-12-10,206.53
1031_403,1031,2018-11-12,319.6
1031_406,1031,2018-10-18,384.65
1031_408,1031,2018-09-24,331.14
1031_410,1031,2018-11-27,361.59
1031_411,1031,2018-09-18,155.01
1031_412,1031,2018-08-02,378.35
1031_415,1031,2018-10-16,23.55
1031_416,1031,2018-11-02,241.2
1031_421,1031,2018-12-16,118.58
1031_423,1031,2018-11-02,718.51
1031_424,1031,2018-12-02,574.03
1031_425,1031,2018-08-26,742.66
1031_426,1031,2018-09-09,423.89
1031_427,1031,2018-08-04,93.98
1031_429,1031,2018-10-27,0.0
1031_435,1031,2018-09-21,105.98
1031_436,1031,2018-09-26,5.92
1031_437,1031,2018-08-29,647.09
1031_440,1031,2018-07-16,126.76
1031_442,1031,2018-09-14,337.43
1031_443,1031,2018-10-10,0.0
1031_446,1031,2018-08-08,758.03
1031_447,1031,2018-08-11,791.92
1031_448,1031,2018-07-24,168.14
1031_450,1031,2018-07-18,285.19
1031_451,1031,2018-10-25,297.06
1031_454,1031,2018-08-30,845.88
1031_455,1031,2018-07-23,96.89
1031_456,1031,2018-10-22,141.25
1031_457,1031,2018-11-27,364.0
1031_459,1031,2018-12-20,14.84
1031_460,1031,2018-10-12,0.0
1031_463,1031,2018-09-03,429.16
1031_464,1031,2018-09-22,23.31
1031_468,1031,2018-08-30,682.47
1031_469,1031,2018-08-22,190.14
1031_470,1031,2018-12-06,0.0
1031_471,1031,2018-11-04,420.03
1031_472,1031,2018-10-14,38.98
1031_475,1031,2018-09-28,297.06
1031_476,1031,2018-08-30,370.04
1031_477,1031,2018-08-05,467.01
1031_478,1031,2018-10-30,463.72
1031_479,1031,2018-09-25,0.0
1031_483,1031,2018-08-25,20.5
1031_485,1031,2018-07-30,467.69
1031_486,1031,2018-12-23,2.72
1031_487,1031,2018-09-29,302.22
1031_491,1031,2018-07-18,195.19
1031_492,1031,2018-08-26,24.8
1031_493,1031,2018-12-08,526.14
1031_494,1031,2018-09-06,279.71
1031_497,1031,2018-11-08,216.41
1031_498,1031,2018-11-07,854.75
1031_500,1031,2018-07-17,307.41
1031_501,1031,2018-11-15,730.93
1031_505,1031,2018-10-31,526.87
1031_506,1031,2018-11-18,6.12
1031_507,1031,2018-10-16,295.35
1031_509,1031,2018-07-16,303.73
1031_513,1031,2018-11-05,36.59
1031_514,1031,2018-10-10,410.41
1031_516,1031,2018-12-10,742.88
1031_517,1031,2018-11-04,244.45
1031_520,1031,2018-12-08,338.32
1031_525,1031,2018-12-06,700.34
1031_526,1031,2018-08-04,327.05
1031_527,1031,2018-07-21,47.79
1031_528,1031,2018-08-04,75.0
1031_531,1031,2018-08-26,177.54
1031_532,1031,2018-12-30,422.35
1031_534,1031,2018-08-29,167.72
1031_535,1031,2018-12-12,133.61
1031_536,1031,2018-10-15,601.84
1031_538,1031,2018-07-31,850.01
1031_539,1031,2018-12-14,53.93
1031_540,1031,2018-12-10,57.88
1031_541,1031,2018-12-29,692.59
1031_542,1031,2018-11-18,950.63
1031_543,1031,2018-12-03,0.0
1031_544,1031,2018-11-30,0.0
1031_545,1031,2018-08-17,65.12
1031_549,1031,2018-10-01,0.0
1032_0,1032,2018-11-12,72.73
1032_1,1032,2018-12-29,53.99
1032_2,1032,2018-12-02,190.17
1032_3,1032,2018-12-14,134.37
1032_4,1032,2018-12-18,635.68
1032_5,1032,2018-11-26,0.0
1032_6,1032,2018-11-23,88.39
1032_7,1032,2018-12-26,428.77
1032_8,1032,2018-11-28,313.44
1032_9,1032,2018-12-17,794.45
1032_10,1032,2018-12-08,775.05
1032_11,1032,2018-12-27,0.0
1032_12,1032,2018-12-19,0.0
1032_13,1032,2018-11-28,242.18
1032_14,1032,2018-12-12,277.57
1032_15,1032,2018-12-15,525.37
1032_16,1032,2018-12-21,230.27
1032_17,1032,2018-12-26,301.77
1032_18,1032,2018-12-08,419.98
1032_19,1032,2018-12-01,148.62
1032_20,1032,2018-11-12,281.64
1032_21,1032,2018-11-27,782.91
1032_22,1032,2018-11-11,138.17
1032_23,1032,2018-11-12,511.99
1032_24,1032,2018-11-20,695.85
1032_25,1032,2018-11-23,414.83
1032_26,1032,2018-11-24,170.43
1032_27,1032,2018-12-26,0.0
1032_28,1032,2018-12-04,266.84
1032_29,1032,2018-12-19,67.11
1032_30,1032,2018-11-13,681.11
1032_31,1032,2018-12-09,0.0
1032_32,1032,2018-12-25,0.0
1032_33,1032,2018-11-25,762.83
1032_34,1032,2018-11-21,454.49
1032_35,1032,2018-11-27,0.0
1032_36,1032,2018-11-13,508.29
1032_37,1032,2018-12-24,575.59
1032_38,1032,2018-11-26,200.9
1032_39,1032,2018-11-14,315.98
1032_40,1032,2018-11-26,562.66
1032_41,1032,2018-12-26,221.33
1032_42,1032,2018-12-28,597.78
1032_43,1032,2018-11-16,446.36
1032_44,1032,2018-12-08,81.73
1032_45,1032,2018-12-11,0.0
1032_46,1032,2018-12-19,427.08
1032_47,1032,2018-12-15,254.98
1032_48,1032,2018-12-22,0.0
1032_49,1032,2018-12-29,484.73
1032_50,1032,2018-12-25,0.0
1032_51,1032,2018-12-02,0.0
1032_52,1032,2018-12-12,205.16
1032_53,1032,2018-11-13,136.49
1032_54,1032,2018-11-18,426.76
1032_55,1032,2018-11-20,357.08
1032_56,1032,2018-12-03,326.89
1032_57,1032,2018-11-21,569.93
1032_58,1032,2018-12-21,457.98
1032_59,1032,2018-12-27,383.3
1032_60,1032,2018-12-08,180.81
1032_61,1032,2018-12-27,80.16
1032_62,1032,2018-11-17,0.0
1032_63,1032,2018-12-04,97.49
1032_64,1032,2018-11-24,359.11
1032_65,1032,2018-12-22,307.97
1032_66,1032,2018-12-16,285.63
1032_67,1032,2018-12-16,443.29
1032_68,1032,2018-11-12,312.37
1032_69,1032,2018-11-25,0.0
1032_70,1032,2018-12-01,279.25
1032_71,1032,2018-11-26,282.91
1032_72,1032,2018-12-11,264.05
1032_73,1032,2018-12-02,154.16
1032_74,1032,2018-12-02,483.43
1032_75,1032,2018-12-12,0.0
1032_76,1032,2018-12-16,344.79
1032_77,1032,2018-11-10,740.04
1032_78,1032,2018-12-03,86.36
1032_79,1032,2018-12-31,62.53
1032_80,1032,2018-12-25,114.04
1032_81,1032,2018-12-24,505.75
1032_82,1032,2018-11-21,4.49
1032_83,1032,2018-11-17,160.16
1032_84,1032,2018-12-12,148.71
1032_85,1032,2018-12-25,0.0
1032_86,1032,2018-11-14,693.43
1032_87,1032,2018-11-13,324.34
1032_88,1032,2018-11-17,320.64
1032_89,1032,2018-11-19,0.0
1032_90,1032,2018-12-08,350.42
1032_91,1032,2018-12-28,376.62
1032_92,1032,2018-12-19,454.54
1032_93,1032,2018-11-25,246.39
1032_94,1032,2018-11-09,0.0
1032_95,1032,2018-11-26,228.48
1032_96,1032,2018-11-30,557.22
1032_97,1032,2018-11-11,359.33
1032_98,1032,2018-11-30,744.81
1032_99,1032,2018-12-02,4.03
1033_0,1033,2018-12-10,0.0
1033_1,1033,2018-11-28,231.17
1033_2,1033,2018-10-25,533.02
1033_3,1033,2018-10-19,548.4
1033_4,1033,2018-11-10,333.68
1033_5,1033,2018-11-16,414.75
1033_6,1033,2018-12-13,39.1
1033_7,1033,2018-10-23,166.1
1033_8,1033,2018-12-04,295.62
1033_9,1033,2018-10-02,290.19
1033_10,1033,2018-11-06,623.22
1033_11,1033,2018-10-29,37.54
1033_12,1033,2018-10-03,0.0
1033_13,1033,2018-11-27,323.99
1033_14,1033,2018-12-17,470.19
1033_15,1033,2018-10-17,0.0
1033_16,1033,2018-12-31,669.99
1033_17,1033,2018-10-09,0.0
1033_18,1033,2018-09-23,151.25
1033_19,1033,2018-11-25,473.96
1033_20,1033,2018-12-17,517.74
1033_21,1033,2018-11-26,631.07
1033_22,1033,2018-10-05,493.17
1033_23,1033,2018-12-04,213.82
1033_24,1033,2018-10-26,211.9
1033_25,1033,2018-12-17,358.9
1033_26,1033,2018-12-16,682.69
1033_27,1033,2018-12-14,108.6
1033_28,1033,2018-10-22,924.2
1033_29,1033,2018-12-03,508.4
1033_30,1033,2018-11-30,650.15
1033_31,1033,2018-11-30,522.06
1033_32,1033,2018-11-18,370.99
1033_33,1033,2018-10-19,561.41
1033_34,1033,2018-10-16,486.11
1033_35,1033,2018-11-23,211.61
1033_36,1033,2018-09-23,146.04
1033_37,1033,2018-11-04,401.27
1033_38,1033,2018-10-01,616.46
1033_39,1033,2018-11-25,0.0
1033_40,1033,2018-11-11,101.49
1033_41,1033,2018-11-01,404.96
1033_42,1033,2018-10-26,555.09
1033_43,1033,2018-10-19,261.52
1033_44,1033,2018-09-25,187.16
1033_45,1033,2018-09-30,255.63
1033_46,1033,2018-11-12,822.73
1033_47,1033,2018-10-03,261.42
1033_48,1033,2018-11-10,385.81
1033_49,1033,2018-11-17,0.0
1033_50,1033,2018-09-29,213.16
1033_51,1033,2018-10-20,0.0
1033_52,1033,2018-11-30,0.0
1033_53,1033,2018-10-12,274.65
1033_54,1033,2018-11-07,649.64
1033_55,1033,2018-12-20,0.0
1033_56,1033,2018-12-02,114.01
1033_57,1033,2018-11-08,2.85
1033_58,1033,2018-12-02,428.84
1033_59,1033,2018-11-21,776.59
1033_60,1033,2018-10-10,716.91
1033_61,1033,2018-10-05,525.6
1033_62,1033,2018-12-13,200.06
1033_63,1033,2018-12-16,197.2
1033_64,1033,2018-10-22,0.0
1033_65,1033,2018-11-30,144.07
1033_66,1033,2018-12-17,458.76
1033_67,1033,2018-10-17,0.0
1033_68,1033,2018-10-02,197.06
1033_69,1033,2018-11-28,49.12
1033_70,1033,2018-10-30,323.03
1033_71,1033,2018-12-23,329.62
1033_72,1033,2018-11-14,155.3
1033_73,1033,2018-12-24,455.42
1033_74,1033,2018-10-30,177.49
1033_75,1033,2018-12-14,559.02
1033_76,1033,2018-11-08,601.2
1033_77,1033,2018-09-29,0.0
1033_78,1033,2018-12-29,546.88
1033_79,1033,2018-10-21,0.0
1033_80,1033,2018-11-27,93.29
1033_81,1033,2018-09-29,390.59
1033_82,1033,2018-10-13,453.7
1033_83,1033,2018-10-09,0.0
1033_84,1033,2018-11-10,483.43
1033_85,1033,2018-12-21,620.02
1033_86,1033,2018-10-09,580.54
1033_87,1033,2018-11-17,673.35
1033_88,1033,2018-11-07,484.78
1033_89,1033,2018-11-16,816.83
1033_90,1033,2018-11-11,676.78
1033_91,1033,2018-12-07,231.71
1033_92,1033,2018-12-30,435.77
1033_93,1033,2018-12-20,0.0
1033_94,1033,2018-11-09,0.0
1033_95,1033,2018-10-04,381.49
1033_96,1033,2018-10-10,504.61
1033_97,1033,2018-10-05,659.45
1033_98,1033,2018-10-26,450.88
1033_99,1033,2018-10-16,601.67
1033_100,1033,2018-12-13,486.12
1033_101,1033,2018-11-06,205.3
1033_102,1033,2018-09-28,331.5
1033_103,1033,2018-11-03,0.0
1033_104,1033,2018-12-27,864.63
1033_105,1033,2018-10-05,271.32
1033_106,1033,2018-12-21,234.3
1033_107,1033,2018-09-28,878.68
1033_108,1033,2018-11-01,0.0
1033_109,1033,2018-11-04,635.33
1033_110,1033,2018-10-07,679.27
1033_111,1033,2018-12-01,206.32
1033_112,1033,2018-12-08,366.35
1033_113,1033,2018-12-18,135.48
1033_114,1033,2018-10-29,0.0
1033_115,1033,2018-12-08,126.9
1033_116,1033,2018-12-26,0.0
1033_117,1033,2018-12-10,240.01
1033_118,1033,2018-09-26,144.01
1033_119,1033,2018-12-27,151.09
1033_120,1033,2018-09-22,852.24
1033_121,1033,2018-10-27,582.87
1033_122,1033,2018-12-14,279.15
1033_123,1033,2018-09-30,88.6
1033_124,1033,2018-10-20,462.11
1033_125,1033,2018-11-20,427.18
1033_126,1033,2018-12-25,237.67
1033_127,1033,2018-10-10,503.95
1033_128,1033,2018-11-18,664.77
1033_129,1033,2018-11-12,620.69
1033_130,1033,2018-11-18,364.97
1033_131,1033,2018-11-03,260.43
1033_132,1033,2018-11-02,367.58
1033_133,1033,2018-10-19,417.75
1033_134,1033,2018-11-10,553.22
1033_135,1033,2018-11-05,0.0
1033_136,1033,2018-09-30,0.0
1033_137,1033,2018-11-23,490.36
1033_138,1033,2018-11-12,0.0
1033_139,1033,2018-10-21,533.48
1033_140,1033,2018-11-02,90.14
1033_141,1033,2018-10-10,843.71
1033_142,1033,2018-10-05,370.71
1033_143,1033,2018-11-08,0.0
1033_144,1033,2018-12-16,431.55
1033_145,1033,2018-11-26,666.63
1033_146,1033,2018-11-14,322.05
1033_147,1033,2018-10-16,278.79
1033_148,1033,2018-10-25,46.85
1033_149,1033,2018-09-30,0.0
1033_150,1033,2018-10-18,256.98
1033_151,1033,2018-09-30,451.92
1033_152,1033,2018-09-27,96.54
1033_153,1033,2018-12-19,624.34
1033_154,1033,2018-09-28,46.41
1033_155,1033,2018-11-06,744.24
1033_156,1033,2018-10-30,527.66
1033_157,1033,2018-12-17,345.06
1033_158,1033,2018-12-07,593.83
1033_159,1033,2018-11-09,0.0
1033_160,1033,2018-11-27,132.31
1033_161,1033,2018-10-20,598.1
1033_162,1033,2018-11-05,34.92
1033_163,1033,2018-11-12,760.15
1033_164,1033,2018-10-15,137.53
1033_165,1033,2018-12-11,629.19
1033_166,1033,2018-09-27,366.32
1033_167,1033,2018-12-08,357.14
1033_168,1033,2018-11-19,328.54
1033_169,1033,2018-12-12,0.0
1033_170,1033,2018-10-18,714.15
1033_171,1033,2018-12-12,598.91
1033_172,1033,2018-10-04,474.08
1033_173,1033,2018-10-25,286.31
1033_174,1033,2018-10-13,603.41
1033_175,1033,2018-11-15,219.08
1033_176,1033,2018-11-02,202.61
1033_177,1033,2018-11-10,474.92
1033_178,1033,2018-09-28,235.36
1033_179,1033,2018-12-30,542.69
1033_180,1033,2018-11-07,175.98
1033_181,1033,2018-11-07,388.42
1033_182,1033,2018-12-27,53.64
1033_183,1033,2018-10-08,110.3
1033_184,1033,2018-12-18,725.93
1033_185,1033,2018-11-16,134.55
1033_186,1033,2018-11-04,539.93
1033_187,1033,2018-09-26,287.85
1033_188,1033,2018-12-24,250.1
1033_189,1033,2018-10-18,387.73
1033_190,1033,2018-11-04,454.65
1033_191,1033,2018-11-11,0.0
1033_192,1033,2018-12-14,395.7
1033_193,1033,2018-12-02,88.86
1033_194,1033,2018-11-06,0.0
1033_195,1033,2018-11-15,347.26
1033_196,1033,2018-10-21,851.92
1033_197,1033,2018-10-28,228.27
1033_198,1033,2018-12-24,705.71
1033_199,1033,2018-10-21,423.33
1033_200,1033,2018-10-11,333.03
1033_201,1033,2018-10-19,504.38
1033_202,1033,2018-12-02,428.98
1033_203,1033,2018-10-06,388.65
1033_204,1033,2018-11-22,792.65
1033_205,1033,2018-11-13,408.15
1033_206,1033,2018-10-15,45.43
1033_207,1033,2018-10-07,264.51
1033_208,1033,2018-09-29,226.68
1033_209,1033,2018-11-14,69.52
1033_210,1033,2018-10-30,562.6
1033_211,1033,2018-10-13,310.15
1033_212,1033,2018-11-27,297.68
1033_213,1033,2018-12-21,431.02
1033_214,1033,2018-10-30,891.6
1033_215,1033,2018-12-17,24.27
1033_216,1033,2018-12-23,553.55
1033_217,1033,2018-10-05,757.16
1033_218,1033,2018-11-04,257.08
1033_219,1033,2018-12-04,383.28
1033_220,1033,2018-11-08,439.58
1033_221,1033,2018-10-14,266.73
1033_222,1033,2018-10-20,240.62
1033_223,1033,2018-11-30,136.77
1033_224,1033,2018-11-12,157.41
1033_225,1033,2018-10-25,387.99
1033_226,1033,2018-10-02,109.01
1033_227,1033,2018-11-15,256.79
1033_228,1033,2018-10-25,0.0
1033_229,1033,2018-10-06,265.11
1033_230,1033,2018-10-22,0.0
1033_231,1033,2018-10-19,352.82
1033_232,1033,2018-10-08,458.24
1033_233,1033,2018-11-11,0.0
1033_234,1033,2018-12-24,79.82
1033_235,1033,2018-12-20,597.65
1033_236,1033,2018-12-17,0.0
1033_237,1033,2018-11-09,686.7
1033_238,1033,2018-12-22,392.3
1033_239,1033,2018-11-30,420.67
1034_163,1034,2018-08-14,791.5
1034_238,1034,2018-08-14,205.92
1035_2,1035,2018-12-10,259.54
1035_3,1035,2018-12-16,73.01
1035_9,1035,2018-12-19,123.87
1035_12,1035,2018-12-28,646.55
1035_14,1035,2018-12-27,709.36
1035_16,1035,2018-12-16,160.35
1035_17,1035,2018-12-23,124.66
1035_21,1035,2018-12-29,282.35
1035_22,1035,2018-12-28,242.08
1035_29,1035,2018-12-10,140.26
1035_30,1035,2018-12-28,401.66
1035_34,1035,2018-12-30,0.0
1035_35,1035,2018-12-19,631.87
1035_37,1035,2018-12-18,366.29
1035_43,1035,2018-12-27,124.84
1035_48,1035,2018-12-26,133.01
1035_51,1035,2018-12-20,586.98
1035_52,1035,2018-12-18,210.16
1035_53,1035,2018-12-28,395.84
1035_54,1035,2018-12-13,633.21
1035_56,1035,2018-12-16,285.92
1035_58,1035,2018-12-09,342.94
1035_59,1035,2018-12-16,44.85
1035_60,1035,2018-12-15,142.89
1035_62,1035,2018-12-24,975.32
1035_68,1035,2018-12-16,446.88
1035_70,1035,2018-12-10,810.67
1035_75,1035,2018-12-23,504.82
1035_76,1035,2018-12-12,409.15
1035_79,1035,2018-12-21,0.0
1035_80,1035,2018-12-31,712.8
1035_83,1035,2018-12-17,645.84
1035_89,1035,2018-12-31,0.0
1035_95,1035,2018-12-11,0.0
1035_97,1035,2018-12-14,0.0
1035_98,1035,2018-12-24,523.57
1035_99,1035,2018-12-09,0.0
1035_100,1035,2018-12-10,493.21
1035_112,1035,2018-12-29,478.06
1035_116,1035,2018-12-21,443.85
1035_117,1035,2018-12-18,226.17
1035_121,1035,2018-12-14,274.68
1035_131,1035,2018-12-17,580.8
1035_133,1035,2018-12-22,3.65
1035_135,1035,2018-12-29,407.04
1035_138,1035,2018-12-20,501.04
1036_0,1036,2018-11-20,349.34
1036_1,1036,2018-11-18,384.85
1036_2,1036,2018-10-28,406.22
1036_3,1036,2018-09-07,485.76
1036_4,1036,2018-11-24,441.82
1036_5,1036,2018-11-21,413.94
1036_6,1036,2018-11-11,0.0
1036_7,1036,2018-07-23,287.24
1036_8,1036,2018-09-02,251.94
1036_9,1036,2018-08-25,772.31
1036_10,1036,2018-07-09,257.13
1036_11,1036,2018-10-29,240.77
1036_12,1036,2018-12-19,0.0
1036_13,1036,2018-10-19,197.95
1036_14,1036,2018-08-07,0.0
1036_15,1036,2018-09-23,380.67
1036_16,1036,2018-10-26,0.0
1036_17,1036,2018-08-09,293.78
1036_18,1036,2018-11-24,38.36
1036_19,1036,2018-08-03,476.58
1036_20,1036,2018-08-30,796.57
1036_21,1036,2018-07-25,0.0
1036_22,1036,2018-12-09,268.12
1036_23,1036,2018-08-19,0.0
1036_24,1036,2018-10-21,0.0
1036_25,1036,2018-10-18,0.0
1036_26,1036,2018-09-25,144.34
1036_27,1036,2018-12-12,0.0
1036_28,1036,2018-08-01,399.84
1036_29,1036,2018-12-15,18.72
1036_30,1036,2018-07-04,153.08
1036_31,1036,2018-08-24,0.0
1036_32,1036,2018-07-31,619.72
1036_33,1036,2018-11-22,299.65
1036_34,1036,2018-10-29,573.43
1036_35,1036,2018-12-05,619.95
1036_36,1036,2018-10-20,515.47
1036_37,1036,2018-12-18,383.69
1036_38,1036,2018-08-30,252.72
1036_39,1036,2018-09-18,0.0
1036_40,1036,2018-12-11,0.0
1036_41,1036,2018-07-04,135.4
1036_42,1036,2018-10-20,260.17
1036_43,1036,2018-08-08,539.93
1036_44,1036,2018-11-08,877.76
1036_45,1036,2018-11-27,482.05
1036_46,1036,2018-09-18,202.84
1036_47,1036,2018-07-08,355.81
1036_48,1036,2018-11-18,0.0
1036_49,1036,2018-09-13,688.14
1036_50,1036,2018-10-09,310.49
1036_51,1036,2018-10-23,236.25
1036_52,1036,2018-07-06,508.0
1036_53,1036,2018-09-19,510.37
1036_54,1036,2018-07-27,0.0
1036_55,1036,2018-09-06,452.35
1036_56,1036,2018-09-23,477.14
1036_57,1036,2018-08-21,0.0
1036_58,1036,2018-10-17,404.93
1036_59,1036,2018-09-21,796.11
1036_60,1036,2018-09-07,373.08
1036_61,1036,2018-10-19,938.55
1036_62,1036,2018-09-06,0.0
1036_63,1036,2018-08-22,218.35
1036_64,1036,2018-08-03,625.01
1036_65,1036,2018-11-22,99.74
1036_66,1036,2018-12-07,142.49
1036_67,1036,2018-08-26,700.3
1036_68,1036,2018-08-13,693.7
1036_69,1036,2018-08-08,877.25
1036_70,1036,2018-12-07,427.21
1036_71,1036,2018-09-14,479.22
1036_72,1036,2018-08-25,714.6
1036_73,1036,2018-10-10,0.0
1036_74,1036,2018-07-23,18.5
1036_75,1036,2018-09-22,0.0
1036_76,1036,2018-09-13,0.0
1036_77,1036,2018-08-21,0.0
1036_78,1036,2018-08-26,740.63
1036_79,1036,2018-07-15,397.75
1036_80,1036,2018-12-15,61.01
1036_81,1036,2018-12-14,0.0
1036_82,1036,2018-07-05,44.35
1036_83,1036,2018-08-12,51.8
1036_84,1036,2018-08-19,248.01
1036_85,1036,2018-10-10,549.75
1036_86,1036,2018-10-23,588.75
1036_87,1036,2018-08-30,275.3
1036_88,1036,2018-08-27,406.46
1036_89,1036,2018-09-28,521.42
1036_90,1036,2018-11-30,212.31
1036_91,1036,2018-10-20,0.0
1036_92,1036,2018-11-13,252.13
1036_93,1036,2018-08-22,103.04
1036_94,1036,2018-12-08,355.51
1036_95,1036,2018-07-20,0.0
1036_96,1036,2018-08-17,323.88
1036_97,1036,2018-10-08,0.0
1036_98,1036,2018-11-25,159.67
1036_99,1036,2018-12-12,385.21
1036_100,1036,2018-12-07,374.08
1036_101,1036,2018-07-30,142.76
1036_102,1036,2018-07-13,270.29
1036_103,1036,2018-09-01,192.03
1036_104,1036,2018-10-16,235.44
1036_105,1036,2018-08-07,0.0
1036_106,1036,2018-10-29,216.38
1036_107,1036,2018-07-15,179.51
1036_108,1036,2018-08-23,749.6
1036_109,1036,2018-11-04,717.47
1036_110,1036,2018-07-02,250.27
1036_111,1036,2018-08-04,759.09
1036_112,1036,2018-06-23,51.81
1036_113,1036,2018-08-14,929.14
1036_114,1036,2018-09-16,169.06
1036_115,1036,2018-10-14,596.22
1036_116,1036,2018-08-05,256.71
1036_117,1036,2018-09-05,272.78
1036_118,1036,2018-07-03,691.96
1036_119,1036,2018-11-25,146.59
1036_120,1036,2018-10-14,245.09
1036_121,1036,2018-08-24,210.2
1036_122,1036,2018-08-26,138.6
1036_123,1036,2018-08-04,107.4
1036_124,1036,2018-09-09,693.93
1036_125,1036,2018-06-30,522.71
1036_126,1036,2018-09-06,436.69
1036_127,1036,2018-09-24,754.41
1036_128,1036,2018-11-25,337.65
1036_129,1036,2018-09-03,383.56
1036_130,1036,2018-07-10,0.0
1036_131,1036,2018-06-28,171.63
1036_132,1036,2018-06-24,324.05
1036_133,1036,2018-11-26,506.74
1036_134,1036,2018-11-28,47.18
1036_135,1036,2018-07-20,0.0
1036_136,1036,2018-09-13,319.3
1036_137,1036,2018-10-17,197.75
1036_138,1036,2018-07-17,101.33
1036_139,1036,2018-11-27,201.07
1036_140,1036,2018-07-18,425.41
1036_141,1036,2018-11-14,733.23
1036_142,1036,2018-08-30,311.25
1036_143,1036,2018-09-08,285.77
1036_144,1036,2018-08-12,0.0
1036_145,1036,2018-09-18,318.49
1036_146,1036,2018-09-13,0.91
1036_147,1036,2018-08-13,67.78
1036_148,1036,2018-10-08,334.36
1036_149,1036,2018-11-21,121.59
1036_150,1036,2018-10-26,168.29
1036_151,1036,2018-09-26,96.73
1036_152,1036,2018-12-21,524.35
1036_153,1036,2018-10-05,381.52
1036_154,1036,2018-07-31,101.31
1036_155,1036,2018-08-27,391.44
1036_156,1036,2018-10-12,173.46
1036_157,1036,2018-07-12,409.09
1036_158,1036,2018-07-31,131.47
1036_159,1036,2018-08-06,396.55
1036_160,1036,2018-09-25,260.8
1036_161,1036,2018-08-05,213.56
1036_162,1036,2018-09-01,630.35
1036_163,1036,2018-06-28,224.9
1036_164,1036,2018-11-12,622.79
1036_165,1036,2018-08-28,353.73
1036_166,1036,2018-12-10,0.0
1036_167,1036,2018-11-02,549.62
1036_168,1036,2018-09-14,45.52
1036_169,1036,2018-10-31,544.44
1036_170,1036,2018-07-19,325.52
1036_171,1036,2018-07-26,69.7
1036_172,1036,2018-08-08,0.0
1036_173,1036,2018-08-06,83.12
1036_174,1036,2018-06-30,154.27
1036_175,1036,2018-07-10,428.54
1036_176,1036,2018-10-24,264.39
1036_177,1036,2018-10-05,0.0
1036_178,1036,2018-09-01,346.79
1036_179,1036,2018-08-01,325.56
1036_180,1036,2018-07-06,327.97
1036_181,1036,2018-08-29,849.86
1036_182,1036,2018-10-20,859.7
1036_183,1036,2018-07-07,301.83
1036_184,1036,2018-07-14,826.91
1036_185,1036,2018-12-07,352.8
1036_186,1036,2018-08-01,778.93
1036_187,1036,2018-12-06,0.0
1036_188,1036,2018-11-19,243.54
1036_189,1036,2018-12-17,947.97
1036_190,1036,2018-11-09,536.06
1036_191,1036,2018-09-10,120.5
1036_192,1036,2018-08-25,292.73
1036_193,1036,2018-09-04,460.1
1036_194,1036,2018-10-21,381.15
1036_195,1036,2018-12-12,25.93
1036_196,1036,2018-09-15,760.2
1036_197,1036,2018-09-12,140.85
1036_198,1036,2018-09-07,119.44
1036_199,1036,2018-09-27,100.45
1036_200,1036,2018-08-27,609.16
1036_201,1036,2018-12-21,79.48
1036_202,1036,2018-08-13,0.0
